newspaper_date,date,description,asset,registered,coupons_on,interest_suspended,issuer,price_low,price_high,original_text,url,comment,past_due
1863-01-20,1863-01-20,North Caroina 8 per cent,north_carolina_8,0,0,0,North Carolina,116,116,"Bonds and Stocks.--We quote Confederate bonds at par and list, do (15 M) held at 139--no recent sales; Virginia 6's 1,0, N Carolina 6's dull; do 8's 1.6 and int, Missouri 6's 115, Farmers B'k 105, B'k of Va 73, Ins Co. State of Va. 23, Va. Central R. R. stock 75.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0681:article=pos=23,,0
1863-01-20,1863-01-20,gold,gold,0,0,0,Specie,3.15,3.15,"The brokers have again advanced the premium for gold, and we now quote at $@2,15, with an upward tendency; silver $1.77@2.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0681:article=pos=23,,0
1863-01-20,1863-01-20,silver,silver,0,0,0,Specie,2.77,3,"The brokers have again advanced the premium for gold, and we now quote at $@2,15, with an upward tendency; silver $1.77@2.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0681:article=pos=23,,0
1863-01-20,1863-01-20,sterling,sterling,0,0,0,Sterling,3.1,3.2,"Special and Bank Note--The brokers have again advanced the premium for gold, and we now quote at $@2,15, with an upward tendency; silver $1.77@2. Virginia and North Carolina bank notes, we also quote at higher rates, viz; 27¼ @ Georgia and South Carolina do, 33@37½ cts--some asking 43 cts. Sterling Exchange has advanced to $2.10 @2.20.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0681:article=pos=23,,0
1863-01-23,1863-01-23,Confederate Bonds (100 mn),confederate_100mn,0,0,0,Confederacy,100,100,"Bonds and Stocks.--We quote Confederate bonds (100 M loan) at par and int. The broken are now buying at this figure. The recent sales of Bonds of the fifteen million loan. We quote Virginia reg't, at 1.10, North Carolina do, 1.30, do 8's, 1.16 and int; Missouri 6's, 1.22; South Side R E guaranteed Bonds, 1.25; City of Petersburg do, 1.25; Exchange Bank Stock, 1.06; Farmers Bank, 1.05; Bank of Va, 73; Va Central R E Stock, 75.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0684:article=pos=45,,0
1863-01-23,1863-01-23,Missouri 6 per cent,,0,0,0,Missouri,122,122,"Bonds and Stocks.--We quote Confederate bonds (100 M loan) at par and int. The broken are now buying at this figure. The recent sales of Bonds of the fifteen million loan. We quote Virginia reg't, at 1.10, North Carolina do, 1.30, do 8's, 1.16 and int; Missouri 6's, 1.22; South Side R E guaranteed Bonds, 1.25; City of Petersburg do, 1.25; Exchange Bank Stock, 1.06; Farmers Bank, 1.05; Bank of Va, 73; Va Central R E Stock, 75.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0684:article=pos=45,,0
1863-01-23,1863-01-23,North Carolina registered,north_carolina_6_old,1,0,0,North Carolina,130,130,"Bonds and Stocks.--We quote Confederate bonds (100 M loan) at par and int. The broken are now buying at this figure. The recent sales of Bonds of the fifteen million loan. We quote Virginia reg't, at 1.10, North Carolina do, 1.30, do 8's, 1.16 and int; Missouri 6's, 1.22; South Side R E guaranteed Bonds, 1.25; City of Petersburg do, 1.25; Exchange Bank Stock, 1.06; Farmers Bank, 1.05; Bank of Va, 73; Va Central R E Stock, 75.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0684:article=pos=45,,0
1863-01-23,1863-01-23,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,116,116,"Bonds and Stocks.--We quote Confederate bonds (100 M loan) at par and int. The broken are now buying at this figure. The recent sales of Bonds of the fifteen million loan. We quote Virginia reg't, at 1.10, North Carolina do, 1.30, do 8's, 1.16 and int; Missouri 6's, 1.22; South Side R E guaranteed Bonds, 1.25; City of Petersburg do, 1.25; Exchange Bank Stock, 1.06; Farmers Bank, 1.05; Bank of Va, 73; Va Central R E Stock, 75.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0684:article=pos=45,,0
1863-01-23,1863-01-23,gold,gold,0,0,0,Specie,3,3.2,"he brokers are generally paying $2@2.05 for Gold, and selling at $2.10 @2.20. For Silver they are paying $1.60@1.75, and asking $1.90@2.00. The rates are irregular.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0684:article=pos=45,,0
1863-01-23,1863-01-23,silver,silver,0,0,0,Specie,2.6,3,"he brokers are generally paying $2@2.05 for Gold, and selling at $2.10 @2.20. For Silver they are paying $1.60@1.75, and asking $1.90@2.00. The rates are irregular.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0684:article=pos=45,,0
1863-01-23,1863-01-23,sterling,sterling,0,0,0,Sterling,3.1,3.2,"The brokers are generally paying $2@2.05 for Gold, and selling at $2.10 @2.20. For Silver they are paying $1.60@1.75, and asking $1.90@2.00. The rates are irregular. Virginia and North Carolina Bank notes are firm at 30@35 cents; South Carolina and Georgia 32½ @ 10 cents. Sterling Exchange $2.10@2.15 --same asking 2.20.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0684:article=pos=45,,0
1863-01-23,1863-01-23,Virginia registered,virginia,1,0,0,Virginia,110,110,"Bonds and Stocks.--We quote Confederate bonds (100 M loan) at par and int. The broken are now buying at this figure. The recent sales of Bonds of the fifteen million loan. We quote Virginia reg't, at 1.10, North Carolina do, 1.30, do 8's, 1.16 and int; Missouri 6's, 1.22; South Side R E guaranteed Bonds, 1.25; City of Petersburg do, 1.25; Exchange Bank Stock, 1.06; Farmers Bank, 1.05; Bank of Va, 73; Va Central R E Stock, 75.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0684:article=pos=45,,0
1863-02-27,1863-02-27,Confederate Bonds (100 mn),confederate_100mn,0,0,0,Confederacy,100,100,"and interest; The premium of ½ per cent for bonds exchanged for ""new currency"" is not now quotable, as the amount of eight per cent notes is equal to the demand ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19,,0
1863-02-27,1863-02-27,North Carolina 6 per cent (new issue),north_carolina_6_new,0,0,0,North Carolina,101,101,"We quote Confederate Bonds (100,000,000,) at $100 and int. The premium of ½ per cent for bonds exchanged for ""new currency"" is not now quotable, as the amount of eight per cent notes is equal to the demand — The quotations of other leading securities are — Va. reg'd stock 106; R C 6's, old issue, 126; do new issue, 101 and int; N. C. 8's 116 and int. Richmond City Bonds 125; V",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19,,0
1863-02-27,1863-02-27,North Carolina 6 per cent (old issue),north_carolina_6_old,0,0,0,North Carolina,126,126,"We quote Confederate Bonds (100,000,000,) at $100 and int. The premium of ½ per cent for bonds exchanged for ""new currency"" is not now quotable, as the amount of eight per cent notes is equal to the demand — The quotations of other leading securities are — Va. reg'd stock 106; R C 6's, old issue, 126; do new issue, 101 and int; N. C. 8's 116 and int. Richmond City Bonds 125; V",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19,,0
1863-02-27,1863-02-27,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,116,116,"We quote Confederate Bonds (100,000,000,) at $100 and int. The premium of ½ per cent for bonds exchanged for ""new currency"" is not now quotable, as the amount of eight per cent notes is equal to the demand — The quotations of other leading securities are — Va. reg'd stock 106; R C 6's, old issue, 126; do new issue, 101 and int; N. C. 8's 116 and int. Richmond City Bonds 125; V",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19,,0
1863-02-27,1863-02-27,Richmond City Bonds,richmond,0,0,0,Richmond,125,125,,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19,,0
1863-02-27,1863-02-27,gold,gold,0,0,0,Specie,3.4,3.4,"Since our last report the brokers have advanced the rates of premium for specie. They are now asking $2.40 for gold, and $2.25 @2.30 for silver",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19,,0
1863-02-27,1863-02-27,silver,silver,0,0,0,Specie,3.25,3.3,"Since our last report the brokers have advanced the rates of premium for specie. They are now asking $2.40 for gold, and $2.25 @2.30 for silver",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19,,0
1863-02-27,1863-02-27,Virginia registered stock,virginia,1,0,0,Virginia,106,106,(it says R.C. but I assume it is a typo),http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19,,0
1863-03-03,1863-03-03,Confederate Bonds (100 mn),confederate_100mn,0,0,0,Confederacy,100,100,"Bonds and Stocks.--We quote Confederate bonds (100,000,000,) at $100 and int.; do, do, (15,000,000,) 112 offered; Virginia registered stock, 105, Virginia coupons, interest inspended, 133, North Carolina sixes, 130@131½; North Carolina eights, 116 and int.; Exchange Bank stock, 110; Bank of Virginia 78; South-Side Railroad, unguaranteed bonds, 92; Virginia Fire and Marine Insurance stock, 43. Other stocks at last quotations.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0688:article=pos=25,,0
1863-03-03,1863-03-03,Confederate Bonds (15 mn),confederate_15mn,0,0,0,Confederacy,112,112,"Bonds and Stocks.--We quote Confederate bonds (100,000,000,) at $100 and int.; do, do, (15,000,000,) 112 offered; Virginia registered stock, 105, Virginia coupons, interest inspended, 133, North Carolina sixes, 130@131½; North Carolina eights, 116 and int.; Exchange Bank stock, 110; Bank of Virginia 78; South-Side Railroad, unguaranteed bonds, 92; Virginia Fire and Marine Insurance stock, 43. Other stocks at last quotations.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0688:article=pos=25,,0
1863-03-03,1863-03-03,North Carolina 6 per cent ,north_carolina_6_old,0,0,0,North Carolina,130,131.5,"Bonds and Stocks.--We quote Confederate bonds (100,000,000,) at $100 and int.; do, do, (15,000,000,) 112 offered; Virginia registered stock, 105, Virginia coupons, interest inspended, 133, North Carolina sixes, 130@131½; North Carolina eights, 116 and int.; Exchange Bank stock, 110; Bank of Virginia 78; South-Side Railroad, unguaranteed bonds, 92; Virginia Fire and Marine Insurance stock, 43. Other stocks at last quotations.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0688:article=pos=25,,0
1863-03-03,1863-03-03,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,116,116,"Bonds and Stocks.--We quote Confederate bonds (100,000,000,) at $100 and int.; do, do, (15,000,000,) 112 offered; Virginia registered stock, 105, Virginia coupons, interest inspended, 133, North Carolina sixes, 130@131½; North Carolina eights, 116 and int.; Exchange Bank stock, 110; Bank of Virginia 78; South-Side Railroad, unguaranteed bonds, 92; Virginia Fire and Marine Insurance stock, 43. Other stocks at last quotations.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0688:article=pos=25,,0
1863-03-03,1863-03-03,gold,gold,0,0,0,Specie,4,4,"There has been an extraordinary advance in the premium of gold since our last report. On Saturday last it was sold at $2.50@2.60, advancing during the day; and yesterday it went up ""like a rocket"" until it reached $3, being an advance of 40 per cent! Silver was affected in like manner. To-day the market was more quiet, but the advance was fully maintained. Various causes for this sudden advance in specie are assigned, but it is doubtless chiefly owing to the demand from blockade runners and foreigners leaving the Confederacy. ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0688:article=pos=25,,0
1863-03-03,1863-03-03,Virginia coupons interest suspended,virginia,0,0,1,Virginia,133,133,"Bonds and Stocks.--We quote Confederate bonds (100,000,000,) at $100 and int.; do, do, (15,000,000,) 112 offered; Virginia registered stock, 105, Virginia coupons, interest inspended, 133, North Carolina sixes, 130@131½; North Carolina eights, 116 and int.; Exchange Bank stock, 110; Bank of Virginia 78; South-Side Railroad, unguaranteed bonds, 92; Virginia Fire and Marine Insurance stock, 43. Other stocks at last quotations.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0688:article=pos=25,,0
1863-03-03,1863-03-03,Virginia registered stock,virginia,1,0,0,Virginia,105,105,"Bonds and Stocks.--We quote Confederate bonds (100,000,000,) at $100 and int.; do, do, (15,000,000,) 112 offered; Virginia registered stock, 105, Virginia coupons, interest inspended, 133, North Carolina sixes, 130@131½; North Carolina eights, 116 and int.; Exchange Bank stock, 110; Bank of Virginia 78; South-Side Railroad, unguaranteed bonds, 92; Virginia Fire and Marine Insurance stock, 43. Other stocks at last quotations.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0688:article=pos=25,,0
1863-03-06,1863-03-06,Confederate Bonds (100 mn),confederate_100mn,0,0,0,Confederacy,100,100,"-The quotations of the leading securities indicated by recent sales are; Confederate bonds, (100 M,) par and int; do, do, (5 M.) 110;",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0691:article=pos=38,,0
1863-03-06,1863-03-06,Confederate Bonds (5 mn),confederate_15mn,0,0,0,Confederacy,110,110,"-The quotations of the leading securities indicated by recent sales are; Confederate bonds, (100 M,) par and int; do, do, (5 M.) 110;",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0691:article=pos=38,,0
1863-03-06,1863-03-06,North Carolina 6 per cent,north_carolina_6_old,0,0,0,North Carolina,131.5,131.5,"-The quotations of the leading securities indicated by recent sales are; Confederate bonds, (100 M,) par and int; do, do, (5 M.) 110; Virginia registered stock, 103; North Carolina sixes, 131½ with an advancing tendency; Exchange Bank stock, 110; Farmer's Bank, 107½ Bank of Virginia, 78; Bank of Commonwealth 107½ Taylors' Bank, 105; Virginia Life Insurance stock, 155, Virginia Fire and Marine Insurance stock, 43. The demand for Confederate bond continue active, especially 8 per cent. ""long dash.""",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0691:article=pos=38,,0
1863-03-06,1863-03-06,gold,gold,0,0,0,Specie,4.5,4.5,"Subsequent to our last report a further decided advance in the premium for good was established--#3.50 being the selling rate yesterday and to-day; and $8.25 for silver. This advance is believed to be owing to the demand from foreigners, who are removing to the kingdom of ""Abraham I, "" in large numbers.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0691:article=pos=38,,0
1863-03-06,1863-03-06,silver,silver,0,0,0,Specie,4.25,4.25,"Subsequent to our last report a further decided advance in the premium for good was established--#3.50 being the selling rate yesterday and to-day; and $8.25 for silver. This advance is believed to be owing to the demand from foreigners, who are removing to the kingdom of ""Abraham I, "" in large numbers.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0691:article=pos=38,,0
1863-03-06,1863-03-06,Virginia registered stock,virginia,1,0,0,Virginia,103,103,,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0691:article=pos=38,,0
1863-03-10,1863-03-10,Confederate Bonds (100 mn),confederate_100mn,0,0,0,Confederacy,100,100,"-We quote Confederate bonds (100 M loan) at 100 and int.; do, do, (15 M) 115 and inst.--an advance;",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0694:article=4,,0
1863-03-10,1863-03-10,Confederate Bonds (15 mn),confederate_15mn,0,0,0,Confederacy,115,115,"-We quote Confederate bonds (100 M loan) at 100 and int.; do, do, (15 M) 115 and inst.--an advance;",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0694:article=4,,0
1863-03-10,1863-03-10,Missouri 6 per cent,,0,0,0,Missouri,160,160,,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0694:article=4,,0
1863-03-10,1863-03-10,North Carolina 6 per cent,north_carolina_6_old,0,0,0,North Carolina,140.5,140.5,"e quote Confederate bonds (100 M loan) at 100 and int.; do, do, (15 M) 115 and inst.--an advance; Va. reg'd bonds, 106; N. Carolina sixes, 14 ½ with reported sales at higher figures; do. do. eights, 116;",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0694:article=4,,0
1863-03-10,1863-03-10,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,116,116,"e quote Confederate bonds (100 M loan) at 100 and int.; do, do, (15 M) 115 and inst.--an advance; Va. reg'd bonds, 106; N. Carolina sixes, 14 ½ with reported sales at higher figures; do. do. eights, 116;",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0694:article=4,,0
1863-03-10,1863-03-10,gold,gold,0,0,0,Specie,5,5,"premium; ""To day there were sales at 400 per cent, premium, which is equivalent to the exchange of a $5 Confederate Treasury note for one dollar in gold! The demand is chiefly from aliens who are leaving for the North and speculators upon their necessities. """,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0694:article=4,,0
1863-03-10,1863-03-10,Virginia registered stock,virginia,1,0,0,Virginia,106,106,,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0694:article=4,,0
1863-03-13,1863-03-13,Confederate Bonds (100 mn),confederate_100mn,0,0,0,Confederacy,100,100,"Ponds and Stocks--We renew last quotations, viz; Confederate bonds (100 M) .00 and interest; do. do. (15 h) 115 and interest; Virginia sixes, registered 106; North Carolina sixes available north of the Potomac 150--now held at 155 North Carolina eights, 116 and interest; Missouri sixes, 140; ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0697:article=pos=25,,0
1863-03-13,1863-03-13,Missouri 6 per cent,confederate_15mn,0,0,0,Confederacy,115,115,"Ponds and Stocks--We renew last quotations, viz; Confederate bonds (100 M) .00 and interest; do. do. (15 h) 115 and interest; Virginia sixes, registered 106; North Carolina sixes available north of the Potomac 150--now held at 155 North Carolina eights, 116 and interest; Missouri sixes, 140; ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0697:article=pos=25,,0
1863-03-13,1863-03-13,Fredericksburg City Bonds 1872,,0,0,0,Missouri,140,140,"Ponds and Stocks--We renew last quotations, viz; Confederate bonds (100 M) .00 and interest; do. do. (15 h) 115 and interest; Virginia sixes, registered 106; North Carolina sixes available north of the Potomac 150--now held at 155 North Carolina eights, 116 and interest; Missouri sixes, 140; ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0697:article=pos=25,,0
1863-03-13,1863-03-13,North Carolina 6 per cent available North of the Potomac,north_carolina_6_old,0,0,0,North Carolina,150,155,"Ponds and Stocks--We renew last quotations, viz; Confederate bonds (100 M) .00 and interest; do. do. (15 h) 115 and interest; Virginia sixes, registered 106; North Carolina sixes available north of the Potomac 150--now held at 155 North Carolina eights, 116 and interest; Missouri sixes, 140; ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0697:article=pos=25,,0
1863-03-13,1863-03-13,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,116,116,"Ponds and Stocks--We renew last quotations, viz; Confederate bonds (100 M) .00 and interest; do. do. (15 h) 115 and interest; Virginia sixes, registered 106; North Carolina sixes available north of the Potomac 150--now held at 155 North Carolina eights, 116 and interest; Missouri sixes, 140; ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0697:article=pos=25,,0
1863-03-13,1863-03-13,Virginia 6 per cent registered,virginia,1,0,0,Virginia,106,106,"Ponds and Stocks--We renew last quotations, viz; Confederate bonds (100 M) .00 and interest; do. do. (15 h) 115 and interest; Virginia sixes, registered 106; North Carolina sixes available north of the Potomac 150--now held at 155 North Carolina eights, 116 and interest; Missouri sixes, 140; ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0697:article=pos=25,,0
1863-03-17,1863-03-17,Confederate Bonds (100 mn) long dates,confederate_100mn,0,0,0,Confederacy,100.5,100.5,and interest,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0700:article=pos=11,,0
1863-03-17,1863-03-17,Confederate Bonds (100 mn) short dates,confederate_100mn,0,0,0,Confederacy,100,100,"We quote Confederate Bonds (100 M.) at par and int., for short dates, and 100½ and int. for long dates; do., (15 M.,) 115 and int.; Virginia State stock; 108, North Carolina 6's, 165--a further advance; do. do., 8's, 118 and int.; Orange and Alexandria R. R. bonds, 6's and 8's, 102 and int.; Farmers' Bank stock, 111; Exchange Bank, 108; Bank of Virginia, 78; Richmond Fire Association 35. Other stocks at about last week's quotations.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0700:article=pos=11,,0
1863-03-17,1863-03-17,Confederate Bonds (15 mn),confederate_15mn,0,0,0,Confederacy,115,115,and interest,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0700:article=pos=11,,0
1863-03-17,1863-03-17,North Carolina 6 per cent,north_carolina_6_old,0,0,0,North Carolina,165,165,"""a further advance""",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0700:article=pos=11,,0
1863-03-17,1863-03-17,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,118,118,and interest,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0700:article=pos=11,,0
1863-03-17,1863-03-17,gold,gold,0,0,0,Specie,5,5.25,"The brokers are now giving five for one for gold, and selling at $4.25 premium. Silver is selling at $4@4.40.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0700:article=pos=11,,0
1863-03-17,1863-03-17,gold,gold,0,0,0,Specie,5,5.4,"The brokers are now giving five for one for gold, and selling at $4.25 premium. Silver is selling at $4@4.40.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0700:article=pos=11,,0
1863-03-17,1863-03-17,Virginia state stock,virginia,1,0,0,Virginia,108,108,,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0700:article=pos=11,,0
1863-03-20,1863-03-20,Confederate Bonds (100 mn) long dates,confederate_100mn_18(7[6-9]|8[01]),0,0,0,Confederacy,100.5,100.5,and interest,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0703:article=pos=40,,0
1863-03-20,1863-03-20,Confederate Bonds (100 mn) short dates,confederate_100mn_18(6[8-9]|7[0-2]),0,0,0,Confederacy,100,100,"-The rates of the leading securities other than Confederate, continues to advance. We quote Confederate bonds (100 mpeng date, at 100½ and interest; short dates, 100 and interest; do do 5 m) coupon, 115 and interest; 112 and interest; Virginia registered 110; North Carolina co., 17; do eights 120 and interest; Bank of Commonwealth 11 Farmers Bank, 111; Exchange do., 108; Back of Virginia, 78; Richmond Association 35.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0703:article=pos=40,,0
1863-03-20,1863-03-20,Confederate Bonds (15 mn),confederate_15mn,0,0,0,Confederacy,115,115,"""We quote Confederate bonds (100 mpeng date, at 100½ and interest; short dates, 100 and interest; do do 5 m) coupon, 115 and interest; 112 and interest;""",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0703:article=pos=40,,0
1863-03-20,1863-03-20,North Carolina 6 per cent,north_carolina_6_old,0,0,0,North Carolina,170,170,"The rates of the leading securities other than Confederate, continues to advance. We quote Confederate bonds (100 mpeng date, at 100½ and interest; short dates, 100 and interest; do do 5 m) coupon, 115 and interest; 112 and interest; Virginia registered 110; North Carolina co., 17; do eights 120 and interest; ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0703:article=pos=40,,0
1863-03-20,1863-03-20,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,120,120,"The rates of the leading securities other than Confederate, continues to advance. We quote Confederate bonds (100 mpeng date, at 100½ and interest; short dates, 100 and interest; do do 5 m) coupon, 115 and interest; 112 and interest; Virginia registered 110; North Carolina co., 17; do eights 120 and interest; ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0703:article=pos=40,,0
1863-03-20,1863-03-20,gold,gold,0,0,0,Specie,4.85,5.25,"The market for specie has been irregular for several days, but the majority of backers are still asking $4.25 premium. Slaver may be quoted at $4.00. The buying rates are from 30 to 40 cts below this figures.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0703:article=pos=40,,0
1863-03-20,1863-03-20,silver,silver,0,0,0,Specie,5,4.6,"The market for specie has been irregular for several days, but the majority of backers are still asking $4.25 premium. Slaver may be quoted at $4.00. The buying rates are from 30 to 40 cts below this figures.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0703:article=pos=40,,0
1863-03-20,1863-03-20,Virginia registered stock,virginia,1,0,0,Virginia,110,110,,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0703:article=pos=40,,0
1863-03-24,1863-03-24,Confederate Bonds (100 mn) long dates,confederate_100mn_18(7[6-9]|8[01]),0,0,0,Confederacy,100.5,100.5,,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0706:article=pos=9,,0
1863-03-24,1863-03-24,Confederate Bonds (15 mn) coupon,confederate_15mn_coup,0,0,0,Confederacy,115,115,"Bonds and Stocks--The demand continues active; quotations not materially changed since last report. We quote Confederate bonds, (100 m,) long date, 100 ½ and int; do do (15 m,) 112 for reg'd 115 for coupon. Virginia sixes, reg'd, 112 --an advance; N. C. sixes, 175; do eights 120 and int; ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0706:article=pos=9,,0
1863-03-24,1863-03-24,Confederate Bonds (15 mn) registered,confederate_15mn_reg,1,0,0,Confederacy,112,112,"Bonds and Stocks--The demand continues active; quotations not materially changed since last report. We quote Confederate bonds, (100 m,) long date, 100 ½ and int; do do (15 m,) 112 for reg'd 115 for coupon. Virginia sixes, reg'd, 112 --an advance; N. C. sixes, 175; do eights 120 and int; ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0706:article=pos=9,,0
1863-03-24,1863-03-24,North Carolina 6 per cent,north_carolina_6_old,0,0,0,North Carolina,175,175,,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0706:article=pos=9,,0
1863-03-24,1863-03-24,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,120,120,and interest,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0706:article=pos=9,,0
1863-03-24,1863-03-24,gold,gold,0,0,0,Specie,5.25,5.25,"The market has become very quiet, and prices have settled down for the present, at the rate of premium quoted, viz: $4.25 for gold, and $1 for silver",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0706:article=pos=9,,0
1863-03-24,1863-03-24,silver,silver,0,0,0,Specie,2,2,"The market has become very quiet, and prices have settled down for the present, at the rate of premium quoted, viz: $4.25 for gold, and $1 for silver",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0706:article=pos=9,,0
1863-03-24,1863-03-24,Virginia 6 per cent registered,virginia,1,0,0,Virginia,112,112,"""an advance""",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0706:article=pos=9,,0
1863-03-28,1863-03-28,Confederate Bonds (100 mn) 1870,confederate_100mn_1870,0,0,0,Confederacy,100.5,101,"Bons and Stocke.--Messrs. Davenport & Co.sauction sale of bonds and stocks took place to day, with the following results: Confederate bonds (15 M.) $1.3 @ 1.15 and interest; do do (100 M.) 1870 100½@101 and interest; do do 1874, 10 and interest; North Carolina sixes, 175 and interest; George a sevens, 150 and interest; ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0709:article=pos=16,,0
1863-03-28,1863-03-28,Confederate Bonds (100 mn) 1874,confederate_100mn_1874,0,0,0,Confederacy,110,110,"Bons and Stocke.--Messrs. Davenport & Co.sauction sale of bonds and stocks took place to day, with the following results: Confederate bonds (15 M.) $1.3 @ 1.15 and interest; do do (100 M.) 1870 100½@101 and interest; do do 1874, 10 and interest; North Carolina sixes, 175 and interest; George a sevens, 150 and interest; ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0709:article=pos=16,,0
