date,url,issue,city,rate_low,rate_high,currency,comment
1865-12-29,http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA85,Jan 1866,London,109.125,109.25,FALSE,
1860-01-01,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Paris,5.1875,5.175,FALSE,
1860-01-15,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Paris,5.215,5.1875,FALSE,
1860-02-01,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Paris,5.1875,5.175,FALSE,
1860-02-15,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Paris,5.1875,5.175,FALSE,
1860-03-01,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Paris,5.175,5.15,FALSE,
1860-03-15,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Paris,5.175,5.15625,FALSE,
1860-04-01,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Paris,5.1875,5.1625,FALSE,
1860-04-15,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Paris,5.1725,5.1625,FALSE,reversed high and low
1860-05-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.135,5.125,FALSE,
1860-05-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.1375,5.1325,FALSE,
1860-06-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.13125,5.125,FALSE,
1860-06-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.1375,5.125,FALSE,
1860-07-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.1375,5.13125,FALSE,
1860-07-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.1375,5.13125,FALSE,
1860-08-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.1375,5.13125,FALSE,
1860-08-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.1375,5.13125,FALSE,
1860-09-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.14375,5.13125,FALSE,
1860-09-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.14375,5.13125,FALSE,
1860-10-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.15625,5.1475,FALSE,
1860-10-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.175,5.16625,FALSE,
1860-11-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.2,5.175,FALSE,
1860-11-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Paris,5.3,5.235,FALSE,
1860-12-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Paris,5.475,5.4,FALSE,
1860-12-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Paris,5.6,5.5,FALSE,
1861-01-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Paris,5.4,5.45,FALSE,
1861-01-15,,,Paris,5.3,5.3375,FALSE,
1861-02-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Paris,5.375,5.35,FALSE,
1861-02-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Paris,5.425,5.35,FALSE,
1861-03-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Paris,5.4,5.35,FALSE,
1861-03-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Paris,5.37,5.3,FALSE,
1861-12-01,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Paris,5.25,5.15,FALSE,
1861-12-15,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Paris,5.15,5.1,FALSE,
1862-01-01,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Paris,5.125,5.05,TRUE,
1862-01-15,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Paris,5.05,4.9,TRUE,
1862-02-01,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Paris,5.1,4.95,TRUE,
1862-02-15,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Paris,4.975,4.9,TRUE,
1862-03-01,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Paris,5.05,5,TRUE,
1862-03-15,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Paris,5.075,5.0375,TRUE,
1862-03-22,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Paris,5.0875,5.0075,TRUE,
1862-03-29,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Paris,5.1,5.05,TRUE,
1862-04-05,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Paris,5.075,5.025,TRUE,
1862-04-12,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Paris,5.1,5.035,TRUE,
1862-04-19,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Paris,5.1,5.0375,TRUE,
1862-04-26,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Paris,5.025,5.075,TRUE,
1862-05-02,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Paris,4.975,5.025,TRUE,
1862-05-10,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Paris,4.915,5.025,TRUE,
1862-05-17,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Paris,4.9625,5,TRUE,
1862-05-31,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Paris,4.925,5,TRUE,
1862-06-07,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Paris,4.95,4.91,TRUE,
1862-06-14,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Paris,4.75,4.82,TRUE,
1862-06-26,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Paris,4.7,4.66,TRUE,
1862-07-05,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.7,4.625,TRUE,
1862-07-12,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.335,4.3125,TRUE,
1862-07-19,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.375,4.3225,TRUE,
1862-07-27,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.45,4.35,TRUE,
1862-08-02,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.52,4.55,TRUE,
1862-08-09,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.55,4.475,TRUE,
1862-08-16,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.45,4.4,TRUE,
1862-08-23,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.45,4.4,TRUE,
1862-08-30,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.45,4.4,TRUE,
1862-09-06,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.3625,4.3225,TRUE,
1862-09-13,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.3625,4.3,TRUE,
1862-09-20,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.42,4.35,TRUE,
1862-09-27,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.4,4.32,TRUE,
1862-10-04,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.2,4.15,TRUE,
1862-10-11,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4.12,4,TRUE,
1862-10-18,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,3.9,3.9,TRUE,
1862-10-25,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,3.9,3.85,TRUE,
1862-11-01,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,3.95,3.865,TRUE,
1862-11-08,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,3.8725,3.825,TRUE,
1862-11-15,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,3.875,3.825,TRUE,
1862-11-23,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,3.975,3.9,TRUE,
1862-11-30,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,4,3.92,TRUE,
1862-12-06,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,3.9,3.82,TRUE,
1862-12-13,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,3.925,3.8,TRUE,
1862-12-20,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,3.9,3.85,TRUE,
1862-12-27,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Paris,3.875,3.8,TRUE,
1863-01-03,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.85,3.8,TRUE,
1863-01-10,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.725,3.675,TRUE,
1863-01-17,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.525,3.45,TRUE,
1863-01-24,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.5,3.45,TRUE,
1863-01-31,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.32,3.15,TRUE,
1863-02-07,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.3,3.25,TRUE,
1863-02-14,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.32,3.27,TRUE,
1863-02-21,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.2,3.12,TRUE,
1863-02-28,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.1,3,TRUE,
1863-03-07,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.375,3.3,TRUE,
1863-03-14,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.35,3.3,TRUE,
1863-03-21,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.375,3.275,TRUE,
1863-03-28,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.57,3.47,TRUE,
1863-04-04,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.4,3.25,TRUE,
1863-04-11,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.55,3.45,TRUE,
1863-04-18,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.375,3.45,TRUE,
1863-04-25,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.475,3.5,TRUE,
1863-05-02,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.475,3.42,TRUE,
1863-05-09,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.425,3.32,TRUE,
1863-05-16,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.5,3.45,TRUE,
1863-05-23,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.52,3.45,TRUE,
1863-05-30,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.625,3.55,TRUE,
1863-06-06,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.575,3.525,TRUE,
1863-06-13,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.55,3.475,TRUE,
1863-06-20,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.62,3.575,TRUE,
1863-06-27,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.55,3.5,TRUE,
1863-07-11,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.95,3.85,TRUE,
1863-07-18,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,4.07,4.02,TRUE,
1863-07-25,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,4.1,4.05,TRUE,
1863-08-01,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,4.0625,4,TRUE,
1863-08-08,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,4.06,4,TRUE,
1863-08-15,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,4.125,4.0875,TRUE,
1863-08-22,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,4.125,4.0875,TRUE,
1863-08-29,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,4.1,4.15,TRUE,
1863-09-05,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,4,3.9,TRUE,
1863-09-12,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.925,4,TRUE,
1863-09-19,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.875,3.83,TRUE,
1863-09-26,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.775,3.7125,TRUE,
1863-10-03,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.65,3.57,TRUE,
1863-10-10,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.55,3.485,TRUE,
1863-10-17,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.3375,3.275,TRUE,
1863-10-24,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.5625,3.5125,TRUE,
1863-10-31,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.69,3.525,TRUE,
1863-11-07,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.5125,3.4625,TRUE,
1863-11-14,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.5225,3.475,TRUE,
1863-11-21,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.3625,3.325,TRUE,
1863-11-28,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.6225,3.5625,TRUE,
1863-12-05,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.5,3.46,TRUE,
1863-12-12,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.45,3.31,TRUE,
1863-12-19,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.45,3.4,TRUE,
1863-12-26,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Paris,3.4325,3.4,TRUE,
1864-01-02,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.3875,3.345,TRUE,
1864-01-09,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.385,3.4,TRUE,
1864-01-16,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.3,3.325,TRUE,
1864-01-23,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.31,3.33,TRUE,
1864-01-30,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.325,3.285,TRUE,
1864-02-06,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.2625,3.2375,TRUE,
1864-02-13,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.275,3.235,TRUE,
1864-02-20,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.275,3.2375,TRUE,
1864-02-27,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.265,3.22,TRUE,
1864-03-05,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.25,3.215,TRUE,
1864-03-12,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.15,3.1875,TRUE,
1864-03-19,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.225,3.1875,TRUE,
1864-03-26,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.15,3.1,TRUE,
1864-04-02,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.1875,3.125,TRUE,
1864-04-09,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.08,3.065,TRUE,
1864-04-16,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,2.975,2.95,TRUE,
1864-04-23,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,3.055,2.95,TRUE,
1864-04-30,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,2.9,2.85,TRUE,
1864-05-07,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,2.965,2.9,TRUE,
1864-05-14,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,2.95,3.02,TRUE,
1864-05-21,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,2.875,2.8325,TRUE,
1864-05-28,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Paris,2.8125,2.775,TRUE,
1864-06-04,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.7225,2.685,TRUE,
1864-06-11,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.65,2.6,TRUE,
1864-06-18,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.88,2.64,TRUE,reversed high and low
1864-06-25,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.375,2.415,TRUE,
1864-07-02,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.15,1.925,TRUE,
1864-07-09,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,1.95,1.875,TRUE,
1864-07-23,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.1,2.0125,TRUE,
1864-07-30,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.15,2.075,TRUE,
1864-08-06,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.0025,2,TRUE,
1864-08-13,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.05,2.075,TRUE,
1864-08-20,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.065,2.025,TRUE,
1864-08-27,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.085,2.05,TRUE,
1864-09-03,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.15,2.05,TRUE,
1864-09-10,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.25,2.2,TRUE,
1864-09-17,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.3125,2.275,TRUE,
1864-09-24,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.475,2.35,TRUE,assume typo; replace 1.475 with 2.475
1864-10-01,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.75,2.6875,TRUE,
1864-10-08,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.7,2.6,TRUE,
1864-10-15,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,2.55,2.45,TRUE,
1864-10-22,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,5.1625,5.2,FALSE,
1864-10-29,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,5.1875,5.22,FALSE,
1864-11-05,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,5.175,5.25,FALSE,
1864-11-12,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,5.1625,5.25,FALSE,
1864-11-19,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,5.25,5.16,FALSE,
1864-11-26,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,5.15,5.175,FALSE,
1864-12-03,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,5.15,5.175,FALSE,
1864-12-12,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,5.15,5.175,FALSE,
1864-12-19,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,5.1625,5.175,FALSE,
1864-12-26,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Paris,5.1625,5.15,FALSE,
1865-01-07,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.1875,5.15,FALSE,
1865-01-14,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.1875,5.1375,FALSE,
1865-01-21,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.1875,5.1375,FALSE,
1865-01-28,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.2,5.1375,FALSE,
1865-02-04,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.2125,5.15,FALSE,
1865-02-11,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.2375,5.15,FALSE,
1865-02-18,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.275,5.2,FALSE,
1865-02-25,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.275,5.1875,FALSE,
1865-03-04,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.275,5.2125,FALSE,
1865-03-11,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.275,5.225,FALSE,
1865-03-18,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.215,5.1375,FALSE,
1865-03-25,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.2,5.15,FALSE,
1865-04-01,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.2,5.15,FALSE,
1865-04-08,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.225,5.15,FALSE,
1865-04-15,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.225,5.1675,FALSE,
1865-04-22,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.2,5.125,FALSE,
1865-04-29,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.2,5.125,FALSE,
1865-05-05,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.1875,5.1375,FALSE,
1865-05-12,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.1625,5.125,FALSE,
1865-05-19,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.175,5.125,FALSE,
1865-05-26,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.165,5.125,FALSE,
1865-06-02,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.175,5.125,FALSE,
1865-06-09,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.15,5.1125,FALSE,
1865-06-16,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.175,5.1125,FALSE,
1865-06-23,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.1875,5.125,FALSE,
1865-06-30,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.2,5.135,FALSE,
1865-07-07,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Paris,5.225,5.1625,FALSE,
1865-07-14,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA139,Aug 1865,Paris,5.18125,5.18125,FALSE,
1865-07-21,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA139,Aug 1865,Paris,5.1875,5.1875,FALSE,
1865-07-28,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA139,Aug 1865,Paris,5.1875,5.175,FALSE,
1865-08-05,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA229,Sept 1865,Paris,5.225,5.2125,FALSE,
1865-08-12,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA229,Sept 1865,Paris,5.175,5.1625,FALSE,
1865-08-19,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA229,Sept 1865,Paris,5.15,5.1375,FALSE,
1865-08-26,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA229,Sept 1865,Paris,5.1625,5.15,FALSE,
1865-09-02,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377,Nov 1865,Paris,5.175,5.1625,FALSE,
