series,issue,date,url,volume,value,is_clean,adjust_gold,adjust_currency,notes
Kentucky 6 per cents,1860-03-24,1860-02-24,http://books.google.com/books?id=H1smAQAAIAAJ&pg=PA829,14,102.5,0,,,
Kentucky 6 per cents,1860-04-24,1860-03-02,http://books.google.com/books?id=H1smAQAAIAAJ&pg=PA917,14,102.5,0,,,
Kentucky 6 per cents,1860-04-24,1860-03-09,http://books.google.com/books?id=H1smAQAAIAAJ&pg=PA917,14,102.5,0,,,
Kentucky 6 per cents,1860-04-24,1860-03-16,http://books.google.com/books?id=H1smAQAAIAAJ&pg=PA917,14,102.5,0,,,
Kentucky 6 per cents,1860-04-24,1860-03-23,http://books.google.com/books?id=H1smAQAAIAAJ&pg=PA917,14,103,0,,,
Kentucky 6 per cents,1860-04-24,1860-03-30,http://books.google.com/books?id=H1smAQAAIAAJ&pg=PA917,14,103.5,0,,,
Kentucky 6 per cents,1860-05-25,1860-04-06,http://books.google.com/books?id=H1smAQAAIAAJ&pg=PA971,14,103.5,0,,,
Kentucky 6 per cents,1860-05-25,1860-04-13,http://books.google.com/books?id=H1smAQAAIAAJ&pg=PA971,14,104,0,,,
Kentucky 6 per cents,1860-05-25,1860-04-20,http://books.google.com/books?id=H1smAQAAIAAJ&pg=PA971,14,104.5,0,,,
Kentucky 6 per cents,1860-05-25,1860-04-27,http://books.google.com/books?id=H1smAQAAIAAJ&pg=PA971,14,104.5,0,,,
Kentucky 6 per cents,1860-06-25,1860-05-04,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA77,15,104,0,,,
Kentucky 6 per cents,1860-06-25,1860-05-11,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA77,15,104,0,,,
Kentucky 6 per cents,1860-06-25,1860-05-18,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA77,15,104,0,,,
Kentucky 6 per cents,1860-06-25,1860-05-25,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA77,15,104.5,0,,,
Kentucky 6 per cents,1860-07-25,1860-06-01,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA165,15,105,0,,,
Kentucky 6 per cents,1860-07-25,1860-06-08,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA165,15,106,0,,,
Kentucky 6 per cents,1860-07-25,1860-06-15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA165,15,106,0,,,
Kentucky 6 per cents,1860-07-25,1860-06-22,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA165,15,106.5,0,,,
Kentucky 6 per cents,1860-08-25,1860-06-29,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA253,15,105.5,0,,,
Kentucky 6 per cents,1860-08-25,1860-07-06,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA253,15,105,0,,,
Kentucky 6 per cents,1860-08-25,1860-07-13,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA253,15,103.25,0,,,
Kentucky 6 per cents,1860-08-25,1860-07-20,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA253,15,104,0,,,
Kentucky 6 per cents,1860-08-25,1860-07-27,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA253,15,104,0,,,
Kentucky 6 per cents,1860-09-26,1860-08-03,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA333,15,104,0,,,
Kentucky 6 per cents,1860-09-26,1860-08-10,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA333,15,104,0,,,
Kentucky 6 per cents,1860-09-26,1860-08-17,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA333,15,104.5,0,,,
Kentucky 6 per cents,1860-09-26,1860-08-24,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA333,15,104.5,0,,,
Kentucky 6 per cents,1860-10-25,1860-08-31,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA413,15,104,0,,,
Kentucky 6 per cents,1860-10-25,1860-09-07,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA413,15,104,0,,,
Kentucky 6 per cents,1860-10-25,1860-09-14,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA413,15,103.5,0,,,
Kentucky 6 per cents,1860-10-25,1860-09-21,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA413,15,104,0,,,
Kentucky 6 per cents,1860-11-24,1860-09-28,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA499,15,104.5,0,,,
Kentucky 6 per cents,1860-11-24,1860-10-05,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA499,15,104,0,,,
Kentucky 6 per cents,1860-11-24,1860-10-12,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA499,15,104,0,,,
Kentucky 6 per cents,1860-11-24,1860-10-19,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA499,15,104,0,,,
Kentucky 6 per cents,1860-11-24,1860-10-26,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA499,15,104,0,,,
Kentucky 6 per cents,1860-12-24,1860-11-02,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA588,15,104,0,,,
Kentucky 6 per cents,1860-12-24,1860-11-09,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA588,15,103.5,0,,,
Kentucky 6 per cents,1860-12-24,1860-11-16,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA588,15,103,0,,,
Kentucky 6 per cents,1860-12-24,1860-11-23,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA588,15,100,0,,,
Kentucky 6 per cents,1861-01-26,1860-11-30,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669,15,100,0,,,
Kentucky 6 per cents,1861-01-26,1860-12-07,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669,15,100,0,,,
Kentucky 6 per cents,1861-01-26,1860-12-14,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669,15,100,0,,,
Kentucky 6 per cents,1861-01-26,1860-12-21,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669,15,99,0,,,
Kentucky 6 per cents,1861-02-22,1860-12-28,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756,15,100,0,,,
Kentucky 6 per cents,1861-02-22,1861-01-05,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756,15,97,0,,,
Kentucky 6 per cents,1861-02-22,1861-01-11,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756,15,97,0,,,
Kentucky 6 per cents,1861-02-22,1861-01-18,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756,15,96,0,,,
Kentucky 6 per cents,1861-03-25,1861-01-25,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838,15,90.5,0,,,
Kentucky 6 per cents,1861-03-25,1861-02-01,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838,15,92.5,0,,,
Kentucky 6 per cents,1861-03-25,1861-02-08,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838,15,91.5,0,,,
Kentucky 6 per cents,1861-03-25,1861-02-15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838,15,92,0,,,
Kentucky 6 per cents,1861-04-25,1861-02-22,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918,15,93,0,,,
Kentucky 6 per cents,1861-04-25,1861-03-02,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918,15,94,0,,,
Kentucky 6 per cents,1861-04-25,1861-03-16,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918,15,94,0,,,
Kentucky 6 per cents,1861-04-25,1861-03-23,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918,15,96.5,0,,,
Kentucky 6 per cents,1861-05-24,1861-03-30,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA946,15,95,0,,,
Kentucky 6 per cents,1861-05-24,1861-04-06,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA946,15,95,0,,,
Kentucky 6 per cents,1861-05-24,1861-04-13,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA946,15,95,0,,,
Kentucky 6 per cents,1861-05-24,1861-04-20,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA946,15,70,0,,,
Kentucky 6 per cents,1861-05-24,1861-04-27,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA946,15,70,0,,,
Kentucky 6 per cents,1861-06-24,1861-05-04,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA78,16,80,0,,,
Kentucky 6 per cents,1861-06-24,1861-05-11,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA78,16,76,0,,,
Kentucky 6 per cents,1861-06-24,1861-05-18,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA78,16,77,0,,,
Kentucky 6 per cents,1861-06-24,1861-05-25,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA78,16,77,0,,,
Kentucky 6 per cents,1861-07-24,1861-06-01,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA158,16,76,0,,,
Kentucky 6 per cents,1861-07-24,1861-06-08,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA158,16,76,0,,,
Kentucky 6 per cents,1861-07-24,1861-06-15,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA158,16,78,0,,,
Kentucky 6 per cents,1861-08-24,1861-06-22,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA237,16,80,0,,,
Kentucky 6 per cents,1861-08-24,1861-06-29,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA237,16,72,0,,,
Kentucky 6 per cents,1861-08-24,1861-07-06,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA237,16,76,0,,,
Kentucky 6 per cents,1861-08-24,1861-07-13,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA237,16,75.5,0,,,
Kentucky 6 per cents,1861-09-24,1861-07-20,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA317,16,78,0,,,
Kentucky 6 per cents,1861-09-24,1861-07-30,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA317,16,75,0,,,
Kentucky 6 per cents,1861-09-24,1861-08-13,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA317,16,77.5,0,,,
Kentucky 6 per cents,1861-09-24,1861-08-20,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA317,16,77,0,,,
Kentucky 6 per cents,1861-10-24,1861-08-27,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA397,16,77,0,,,
Kentucky 6 per cents,1861-10-24,1861-09-03,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA397,16,77,0,,,
Kentucky 6 per cents,1861-10-24,1861-09-10,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA397,16,76,0,,,
Kentucky 6 per cents,1861-10-24,1861-09-21,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA397,16,79,0,,,
Kentucky 6 per cents,1861-11-25,1861-09-28,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA477,16,76,0,,,
Kentucky 6 per cents,1861-11-25,1861-10-05,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA477,16,76,0,,,
Kentucky 6 per cents,1861-11-25,1861-10-12,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA477,16,76,0,,,
Kentucky 6 per cents,1861-11-25,1861-10-23,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA477,16,76,0,,,
Kentucky 6 per cents,1861-12-28,1861-10-30,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA558,16,76,0,,,
Kentucky 6 per cents,1861-12-28,1861-11-07,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA558,16,70,0,,,
Kentucky 6 per cents,1861-12-28,1861-11-14,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA558,16,70,0,,,
Kentucky 6 per cents,1862-01-24,1861-11-21,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653,16,76,0,,,
Kentucky 6 per cents,1862-01-24,1861-11-27,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653,16,75,0,,,
Kentucky 6 per cents,1862-01-24,1861-12-05,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653,16,74,0,,,
Kentucky 6 per cents,1862-01-24,1861-12-12,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653,16,71,0,,,
Kentucky 6 per cents,1862-01-24,1861-12-19,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653,16,70,0,,,
Kentucky 6 per cents,1862-01-24,1861-12-31,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653,16,71,0,,,
Kentucky 6 per cents,1862-03-24,1862-01-10,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA830,16,68,0,,,
Kentucky 6 per cents,1862-03-24,1862-01-20,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA830,16,68,0,,,
Kentucky 6 per cents,1862-03-24,1862-02-01,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA830,16,72.5,0,,,
Kentucky 6 per cents,1862-04-24,1862-02-10,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA909,16,75,0,,,
Kentucky 6 per cents,1862-04-24,1862-02-20,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA909,16,85.5,0,,,
Kentucky 6 per cents,1862-04-24,1862-03-01,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA909,16,85,0,,,
Kentucky 6 per cents,1862-05-25,1862-03-10,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973,16,85,0,,,
Kentucky 6 per cents,1862-05-25,1862-03-20,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973,16,85,0,,,
Kentucky 6 per cents,1862-05-25,1862-04-01,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973,16,87,0,,,
Kentucky 6 per cents,1862-06-24,1862-04-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA90,17,86,0,,,
Kentucky 6 per cents,1862-06-24,1862-04-21,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA90,17,84,0,,,
Kentucky 6 per cents,1862-06-24,1862-05-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA90,17,86,0,,,
Kentucky 6 per cents,1862-07-23,1862-05-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA166,17,92.5,0,,,
Kentucky 6 per cents,1862-07-23,1862-05-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA166,17,92,0,,,
Kentucky 6 per cents,1862-07-23,1862-06-02,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA166,17,92,0,,,
Kentucky 6 per cents,1862-08-23,1862-06-11,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA238,17,94,0,,,
Kentucky 6 per cents,1862-08-23,1862-06-21,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA238,17,96,0,,,
Kentucky 6 per cents,1862-08-23,1862-07-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA238,17,97,0,,,
Kentucky 6 per cents,1862-09-23,1862-07-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA317,17,94.5,0,,,
Kentucky 6 per cents,1862-09-23,1862-07-21,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA317,17,94.75,0,,,
Kentucky 6 per cents,1862-09-23,1862-08-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA317,17,94,0,,,
Kentucky 6 per cents,1862-10-25,1862-08-11,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA405,17,94,0,,,
Kentucky 6 per cents,1862-10-25,1862-08-21,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA405,17,94,0,,,
Kentucky 6 per cents,1862-10-25,1862-09-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA405,17,94,0,,,
Kentucky 6 per cents,1862-11-24,1862-09-11,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA477,17,95,0,,,
Kentucky 6 per cents,1862-11-24,1862-09-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA477,17,98,0,,,
Kentucky 6 per cents,1862-11-24,1862-10-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA477,17,93,0,,,
Kentucky 6 per cents,1862-12-24,1862-10-11,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA573,17,98,0,,,
Kentucky 6 per cents,1862-12-24,1862-10-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA573,17,94,0,,,
Kentucky 6 per cents,1862-12-24,1862-11-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA573,17,96,0,,,
Kentucky 6 per cents,1863-01-24,1862-11-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA654,17,96,0,,,
Kentucky 6 per cents,1863-01-24,1862-11-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA654,17,96,0,,,
Kentucky 6 per cents,1863-01-24,1862-12-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA654,17,96,0,,,
Kentucky 6 per cents,1863-02-20,1862-12-16,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA733,17,99,0,,,
Kentucky 6 per cents,1863-02-20,1862-12-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA733,17,96,0,,,
Kentucky 6 per cents,1863-02-20,1863-01-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA733,17,100,0,,,
Kentucky 6 per cents,1863-03-20,1863-01-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA827,17,100,0,,,
Kentucky 6 per cents,1863-03-20,1863-01-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA827,17,99,0,,,
Kentucky 6 per cents,1863-03-20,1863-02-02,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA827,17,101,0,,,
Kentucky 6 per cents,1863-04-25,1863-02-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916,17,100.5,0,,,
Kentucky 6 per cents,1863-04-25,1863-02-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916,17,100,0,,,
Kentucky 6 per cents,1863-04-25,1863-02-28,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916,17,102,0,,,
Kentucky 6 per cents,1863-05-25,1863-03-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA1007,17,103,0,,,
Kentucky 6 per cents,1863-05-25,1863-03-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA1007,17,104,0,,,
Kentucky 6 per cents,1863-05-25,1863-04-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA1007,17,104,0,,,
Kentucky 6 per cents,1863-06-20,1863-04-11,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,102,0,,,
Kentucky 6 per cents,1863-06-20,1863-04-20,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,104,0,,,
Kentucky 6 per cents,1863-06-20,1863-05-01,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,103,0,,,
Kentucky 6 per cents,1863-06-20,1863-05-11,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,104,0,,,
Kentucky 6 per cents,1863-06-20,1863-05-20,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,104,0,,,
Kentucky 6 per cents,1863-06-20,1863-06-01,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,102,0,,,
Kentucky 6 per cents,1863-06-20,1863-06-11,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,102,0,,,
Kentucky 6 per cents,1863-08-20,1863-06-20,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246,18,102,0,,,
Kentucky 6 per cents,1863-08-20,1863-07-01,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246,18,102,0,,,
Kentucky 6 per cents,1863-08-20,1863-07-10,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246,18,103,0,,,
Kentucky 6 per cents,1863-08-20,1863-07-20,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246,18,98,0,,,
Kentucky 6 per cents,1863-09-21,1863-07-28,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,96,0,,,
Kentucky 6 per cents,1863-09-21,1863-08-04,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,95,0,,,
Kentucky 6 per cents,1863-09-21,1863-08-11,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,98,0,,,
Kentucky 6 per cents,1863-09-21,1863-08-18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,98,0,,,
Kentucky 6 per cents,1863-09-21,1863-08-25,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,102,0,,,
Kentucky 6 per cents,1863-09-21,1863-09-01,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,102,0,,,
Kentucky 6 per cents,1863-09-21,1863-09-08,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,102,0,,,
Kentucky 6 per cents,1863-09-21,1863-09-15,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,102,0,,,
Kentucky 6 per cents,1863-10-24,1863-09-22,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406,18,102,0,,,
Kentucky 6 per cents,1863-10-24,1863-09-29,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406,18,102,0,,,
Kentucky 6 per cents,1863-11-25,1863-10-06,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500,18,102,0,,,
Kentucky 6 per cents,1863-11-25,1863-10-13,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500,18,102,0,,,
Kentucky 6 per cents,1863-11-25,1863-10-20,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500,18,104,0,,,
Kentucky 6 per cents,1863-11-25,1863-10-27,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500,18,104,0,,,
Kentucky 6 per cents,1863-12-22,1863-11-03,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA597,18,104,0,,,
Kentucky 6 per cents,1863-12-22,1863-11-10,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA597,18,104,0,,,
Kentucky 6 per cents,1863-12-22,1863-11-17,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA597,18,104,0,,,
Kentucky 6 per cents,1863-12-22,1863-11-24,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA597,18,104,0,,,
Kentucky 6 per cents,1864-01-20,1863-12-01,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA679,18,104,0,,,
Kentucky 6 per cents,1864-01-20,1863-12-08,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA679,18,104,0,,,
Kentucky 6 per cents,1864-01-20,1863-12-15,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA679,18,104,0,,,
Kentucky 6 per cents,1864-01-20,1863-12-22,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA679,18,104,0,,,
Kentucky 6 per cents,1864-02-20,1863-12-29,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA757,18,104,0,,,
Kentucky 6 per cents,1864-02-20,1864-01-05,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA757,18,104,0,,,
Kentucky 6 per cents,1864-02-20,1864-01-12,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA757,18,104,0,,,
Kentucky 6 per cents,1864-02-20,1864-01-19,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA757,18,104,0,,,
Kentucky 6 per cents,1864-02-20,1864-01-26,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA757,18,100,0,,,
Kentucky 6 per cents,1864-03-26,1864-02-02,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA844,18,100,0,,,
Kentucky 6 per cents,1864-03-26,1864-02-09,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA844,18,100,0,,,
Kentucky 6 per cents,1864-03-26,1864-02-16,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA844,18,100,0,,,
Kentucky 6 per cents,1864-03-26,1864-02-23,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA844,18,102,0,,,
Kentucky 6 per cents,1864-04-20,1864-03-01,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925,18,100,0,,,
Kentucky 6 per cents,1864-04-20,1864-03-08,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925,18,101,0,,,
Kentucky 6 per cents,1864-04-20,1864-03-15,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925,18,100,0,,,
Kentucky 6 per cents,1864-04-20,1864-03-22,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925,18,101.5,0,,,
Kentucky 6 per cents,1864-05-24,1864-03-29,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA1005,18,101.5,0,,,
Kentucky 6 per cents,1864-05-24,1864-04-05,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA1005,18,101.5,0,,,
Kentucky 6 per cents,1864-05-24,1864-04-12,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA1005,18,103,0,,,
Kentucky 6 per cents,1864-05-24,1864-04-19,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA1005,18,103,0,,,
Kentucky 6 per cents,1864-05-24,1864-04-26,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA1005,18,103,0,,,
Kentucky 6 per cents,1864-06-22,1864-05-03,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA77,19,103,0,,,
Kentucky 6 per cents,1864-06-22,1864-05-10,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA77,19,103,0,,,
Kentucky 6 per cents,1864-06-22,1864-05-17,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA77,19,103,0,,,
Kentucky 6 per cents,1864-06-22,1864-05-24,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA77,19,103,0,,,
Kentucky 6 per cents,1864-07-23,1864-05-31,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA157,19,106,0,,,
Kentucky 6 per cents,1864-07-23,1864-06-07,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA157,19,107,0,,,
Kentucky 6 per cents,1864-07-23,1864-06-14,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA157,19,107,0,,,
Kentucky 6 per cents,1864-07-23,1864-06-21,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA157,19,108,0,,,
Kentucky 6 per cents,1864-08-20,1864-06-28,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237,19,110,0,,,
Kentucky 6 per cents,1864-08-20,1864-07-05,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237,19,110,0,,,
Kentucky 6 per cents,1864-08-20,1864-07-12,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237,19,112,0,,,
Kentucky 6 per cents,1864-08-20,1864-07-19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237,19,105,0,,,
Kentucky 6 per cents,1864-08-20,1864-07-26,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237,19,112,0,,,
Kentucky 6 per cents,1864-09-20,1864-08-02,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA317,19,112,0,,,
Kentucky 6 per cents,1864-09-20,1864-08-09,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA317,19,112,0,,,
Kentucky 6 per cents,1864-09-20,1864-08-16,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA317,19,112,0,,,
