"name","city","state","price_mean","bidder_num","auction"
"S.T. William","New York","NY",92.68,169,"1861-03-22; Loan of Feb 1861"
"James Lynch","New York","NY",92.663,170,"1861-03-22; Loan of Feb 1861"
"Brewster, Sweet & Co","Boston","MA",92.663,171,"1861-03-22; Loan of Feb 1861"
"A.T. Lowe, President","Boston","MA",92.65,172,"1861-03-22; Loan of Feb 1861"
"John P. Elton","Waterbury","CT",92.65,173,"1861-03-22; Loan of Feb 1861"
"William Tilden","New York","NY",92.65,174,"1861-03-22; Loan of Feb 1861"
"L.P. Bayne, attorney","Baltimore","MD",92.6338461538462,175,"1861-03-22; Loan of Feb 1861"
"Continental Bank","New York","NY",92.63,176,"1861-03-22; Loan of Feb 1861"
"R.W. House","New York","NY",92.6275,177,"1861-03-22; Loan of Feb 1861"
"R.M. Fairbairn","New York","NY",92.61,178,"1861-03-22; Loan of Feb 1861"
"C.R. Marvin & Son","New York","NY",92.5825,179,"1861-03-22; Loan of Feb 1861"
"John J. Searing","New York","NY",92.55,180,"1861-03-22; Loan of Feb 1861"
"John Benkendorf","New York","NY",92.51,181,"1861-03-22; Loan of Feb 1861"
"Adolph Tuska","New York","NY",92.5,182,"1861-03-22; Loan of Feb 1861"
"G. De. Angelis","New York","NY",92.5,183,"1861-03-22; Loan of Feb 1861"
"Greenwich Savings Bank","New York","NY",92.5,184,"1861-03-22; Loan of Feb 1861"
"Ira Davenport","New York","NY",92.5,185,"1861-03-22; Loan of Feb 1861"
"Mechanics' Bank","New York","NY",92.5,186,"1861-03-22; Loan of Feb 1861"
"Samuel M. Pon","New York","NY",92.5,187,"1861-03-22; Loan of Feb 1861"
"Shephard Knapp","New York","NY",92.5,188,"1861-03-22; Loan of Feb 1861"
"Spencer K. Green","New York","NY",92.5,189,"1861-03-22; Loan of Feb 1861"
"T. Ketchum & Co","New York","NY",92.5,190,"1861-03-22; Loan of Feb 1861"
"C.F. Knowlson, cashier","New York","NY",92.4832,191,"1861-03-22; Loan of Feb 1861"
"Martin Lewis","Baltimore","MD",92.466,192,"1861-03-22; Loan of Feb 1861"
"McKim & Co.","Baltimore","MD",92.464,193,"1861-03-22; Loan of Feb 1861"
"Taylor Brothers","New York","NY",92.4491666666667,194,"1861-03-22; Loan of Feb 1861"
"Jeremiah Panburn","New York","NY",92.4,195,"1861-03-22; Loan of Feb 1861"
"Harris B. Dick","New York","NY",92.375,196,"1861-03-22; Loan of Feb 1861"
"Stone & Domer","Boston","MA",92.35,197,"1861-03-22; Loan of Feb 1861"
"William Beals & Co.","Boston","MA",92.3353333333333,198,"1861-03-22; Loan of Feb 1861"
"Hugh Whittell","New York","NY",92.31,199,"1861-03-22; Loan of Feb 1861"
"John J. Angerene","New York","NY",92.3,200,"1861-03-22; Loan of Feb 1861"
"Evander Childs","New York","NY",92.25,201,"1861-03-22; Loan of Feb 1861"
"B.C. Wandell","New York","NY",92.22,202,"1861-03-22; Loan of Feb 1861"
"Wm. J. Emmett","New York","NY",92.1875,203,"1861-03-22; Loan of Feb 1861"
"Sherman & Romain","New York","NY",92.0516666666667,204,"1861-03-22; Loan of Feb 1861"
"A.T. Lowe ","Boston","MA",92,205,"1861-03-22; Loan of Feb 1861"
"Daniel W. Ladd","Epping","NH",92,206,"1861-03-22; Loan of Feb 1861"
"E.D. Peters","Boston","MA",92,207,"1861-03-22; Loan of Feb 1861"
"James P. Thorndyke","Boston","MA",92,208,"1861-03-22; Loan of Feb 1861"
"Mariah McGregor","New York","NY",92,209,"1861-03-22; Loan of Feb 1861"
"N.L. Giswold","New York","NY",92,210,"1861-03-22; Loan of Feb 1861"
"Pittsburg Trust Company","New York","NY",92,211,"1861-03-22; Loan of Feb 1861"
"Samuel Bobke","New York","NY",92,212,"1861-03-22; Loan of Feb 1861"
"E.L. Monroe","New York","NY",91.901,213,"1861-03-22; Loan of Feb 1861"
"G. Currier","Boston","MA",91.825,214,"1861-03-22; Loan of Feb 1861"
"C.A. Burnham","Ogdensburgh","NY",91.8,215,"1861-03-22; Loan of Feb 1861"
"Richard Van Buskirk","New York","NY",91.8,216,"1861-03-22; Loan of Feb 1861"
"Lawrence & Co.","New London","CT",91.7775,217,"1861-03-22; Loan of Feb 1861"
"Eli Lewis","York","PA",91.7,218,"1861-03-22; Loan of Feb 1861"
"S. Draper","New York","NY",91.7,219,"1861-03-22; Loan of Feb 1861"
"James T. Bingham","Philadelphia","PA",91.66,220,"1861-03-22; Loan of Feb 1861"
"J.F. Farish","New York","NY",91.64375,221,"1861-03-22; Loan of Feb 1861"
"Charles C. Adams","New York","NY",91.625,222,"1861-03-22; Loan of Feb 1861"
"E.R. Tremaine","New York","NY",91.59,223,"1861-03-22; Loan of Feb 1861"
"Buffalo Savings Bank","Boston","MA",91.5,224,"1861-03-22; Loan of Feb 1861"
"Clement Remington","New York","NY",91.5,225,"1861-03-22; Loan of Feb 1861"
"Robert Martin","New York","NY",91.5,226,"1861-03-22; Loan of Feb 1861"
"James Tuttle","Boston","MA",91.25,227,"1861-03-22; Loan of Feb 1861"
"Washington Mills","New York","NY",91.17,228,"1861-03-22; Loan of Feb 1861"
"T. Scott & Son","Baltimore","MD",91.1666666666667,229,"1861-03-22; Loan of Feb 1861"
"Blake, Brothers & Co","Boston","MA",91.15,230,"1861-03-22; Loan of Feb 1861"
"S.A. Holbrook","Freeport","ME",91.05,231,"1861-03-22; Loan of Feb 1861"
"George W. Patterson, Jr.","Corning","NY",91,232,"1861-03-22; Loan of Feb 1861"
"Sherman & Romaine","New York","NY",91,233,"1861-03-22; Loan of Feb 1861"
"Wm. B. Mott","New York","NY",91,234,"1861-03-22; Loan of Feb 1861"
"Wm. & John O'Brien","New York","NY",90.9703515625,235,"1861-03-22; Loan of Feb 1861"
"Francis P. Fernall","New York","NY",90.9125,236,"1861-03-22; Loan of Feb 1861"
"V.S. Kenyon","New York","NY",90.854,237,"1861-03-22; Loan of Feb 1861"
"Eugene Thompson","New York","NY",90.7,238,"1861-03-22; Loan of Feb 1861"
"G.S. Robins & Son","New York","NY",90.6666666666667,239,"1861-03-22; Loan of Feb 1861"
"J.R. Beckett","Boston","MA",90.5,240,"1861-03-22; Loan of Feb 1861"
"Knauth, Nachon & Kuhne","New York","NY",90.5,241,"1861-03-22; Loan of Feb 1861"
"Simon Robitscher","New York","NY",90.25,242,"1861-03-22; Loan of Feb 1861"
"Benjamin Ogle Tayloe","Washington","DC",90,243,"1861-03-22; Loan of Feb 1861"
"J. H. Strain","Washington","DC",90,244,"1861-03-22; Loan of Feb 1861"
"John C. Rives","Washington","DC",90,245,"1861-03-22; Loan of Feb 1861"
"Richard Stacpoole","New York","NY",88,246,"1861-03-22; Loan of Feb 1861"
"George C. Seawall","New York","NY",86.25,247,"1861-03-22; Loan of Feb 1861"
"B. De la Pierre","New York","NY",93,1,"1861-05-11; Loan of Feb 1861"
"C.M. Mather","New York","NY",90,2,"1861-05-11; Loan of Feb 1861"
"C. Sherman","Philadelphia","PA",89.3,3,"1861-05-11; Loan of Feb 1861"
"Drexel & Co, Dr Rivinius","Philadelphia","PA",88,4,"1861-05-11; Loan of Feb 1861"
"Drexel & Co, Jacob Jeanes, M.D.","Philadelphia","PA",88,5,"1861-05-11; Loan of Feb 1861"
"Drexel & Co, Joseph T. Jeanes","Philadelphia","PA",88,6,"1861-05-11; Loan of Feb 1861"
"Drexel & Co, Western Bank","Philadelphia","PA",88,7,"1861-05-11; Loan of Feb 1861"
"Eli Lewis","Philadelphia","PA",87.5,8,"1861-05-11; Loan of Feb 1861"
"John C. Rives","Washington","DC",87,9,"1861-05-11; Loan of Feb 1861"
"Ticonic Bank","","ME",87,10,"1861-05-11; Loan of Feb 1861"
"George W. Kirtland","New York","NY",86.5,11,"1861-05-11; Loan of Feb 1861"
"Sidney Brooks","New York","NY",86.5,12,"1861-05-11; Loan of Feb 1861"
"Theodore Dehon","New York","NY",86.5,13,"1861-05-11; Loan of Feb 1861"
"William Beals, Jr.","Boston","MA",86.390625,14,"1861-05-11; Loan of Feb 1861"
"Safety Fund Bank","Boston","MA",86.1,15,"1861-05-11; Loan of Feb 1861"
"Bank of Commerce","New York","NY",86,16,"1861-05-11; Loan of Feb 1861"
"E.W. Clarke & Co","Philadelphia","PA",86,17,"1861-05-11; Loan of Feb 1861"
"Louisa Frisbie","New York","NY",86,18,"1861-05-11; Loan of Feb 1861"
"M.S. Robbins & Son","New York","NY",86,19,"1861-05-11; Loan of Feb 1861"
"Meigs & Greenleaf","New York","NY",86,20,"1861-05-11; Loan of Feb 1861"
"Mutual Life Insurance Company","New York","NY",86,21,"1861-05-11; Loan of Feb 1861"
"National Bank","New York","NY",86,22,"1861-05-11; Loan of Feb 1861"
"Niagara Fire Insurance Company","New York","NY",86,23,"1861-05-11; Loan of Feb 1861"
"J. Benkendorff","New York","NY",85.75,24,"1861-05-11; Loan of Feb 1861"
"Tradesman Bank","New York","NY",85.7407692307692,25,"1861-05-11; Loan of Feb 1861"
"S.H. Wheeler","New York","NY",85.71,26,"1861-05-11; Loan of Feb 1861"
"American Exchange Bank","New York","NY",85.617042115573,27,"1861-05-11; Loan of Feb 1861"
"Drexel & Co, Farmers and Mechanics' Bank","Philadelphia","PA",85.5,28,"1861-05-11; Loan of Feb 1861"
"George L. Lovett","Boston","MA",85.5,29,"1861-05-11; Loan of Feb 1861"
"Market Bank","New York","NY",85.5,30,"1861-05-11; Loan of Feb 1861"
"Otis Daniell","Boston","MA",85.5,31,"1861-05-11; Loan of Feb 1861"
"William H. Hill","Boston","MA",85.5,32,"1861-05-11; Loan of Feb 1861"
"William Tilden","New York","NY",85.5,33,"1861-05-11; Loan of Feb 1861"
"James Gallatin","New York","NY",85.4736842105263,34,"1861-05-11; Loan of Feb 1861"
"Peoples' Bank of City of New York","New York","NY",85.375,35,"1861-05-11; Loan of Feb 1861"
"Nassau Bank","New York","NY",85.3,36,"1861-05-11; Loan of Feb 1861"
"Carpenter & Vermilye","New York","NY",85.26,37,"1861-05-11; Loan of Feb 1861"
"Charles Knapp","New York","NY",85.25,38,"1861-05-11; Loan of Feb 1861"
"James R. Langdon","Montpelier","VT",85.25,39,"1861-05-11; Loan of Feb 1861"
"Livermore, Clems & Mason","New York","NY",85.1993333333333,40,"1861-05-11; Loan of Feb 1861"
"Merchants' Bank of New York","New York","NY",85.0909090909091,41,"1861-05-11; Loan of Feb 1861"
"Charles E. Brewer","New York","NY",85.05,42,"1861-05-11; Loan of Feb 1861"
"Ketchum, Son & Co. and others","New York","NY",85.05,43,"1861-05-11; Loan of Feb 1861"
"Cammann & Co","New York","NY",85.0416666666667,44,"1861-05-11; Loan of Feb 1861"
"B.F. Wheelright","New York","NY",85,45,"1861-05-11; Loan of Feb 1861"
"Bank of America","New York","NY",85,46,"1861-05-11; Loan of Feb 1861"
"Bank of New York","New York","NY",85,47,"1861-05-11; Loan of Feb 1861"
"Bank of North America","New York","NY",85,48,"1861-05-11; Loan of Feb 1861"
"Bank of the Commonwealth","New York","NY",85,49,"1861-05-11; Loan of Feb 1861"
"Bank of the State of New York","New York","NY",85,50,"1861-05-11; Loan of Feb 1861"
"Bull's Head Bank","New York","NY",85,51,"1861-05-11; Loan of Feb 1861"
"Charles H. Russell","New York","NY",85,52,"1861-05-11; Loan of Feb 1861"
"Chatham Bank","New York","NY",85,53,"1861-05-11; Loan of Feb 1861"
"Chemical Bank","New York","NY",85,54,"1861-05-11; Loan of Feb 1861"
"Citizens' Bank","New York","NY",85,55,"1861-05-11; Loan of Feb 1861"
"City Bank of New York","New York","NY",85,56,"1861-05-11; Loan of Feb 1861"
"Continental Bank","New York","NY",85,57,"1861-05-11; Loan of Feb 1861"
"Drexel & Co, Jay, Cooke & Co.","Philadelphia","PA",85,58,"1861-05-11; Loan of Feb 1861"
"E.W. Dunham, president","New York","NY",85,59,"1861-05-11; Loan of Feb 1861"
"East River Bank","New York","NY",85,60,"1861-05-11; Loan of Feb 1861"
"Gabriel Mead","New York","NY",85,61,"1861-05-11; Loan of Feb 1861"
"Great Western Insurance Company","New York","NY",85,62,"1861-05-11; Loan of Feb 1861"
"Grocers' Bank","New York","NY",85,63,"1861-05-11; Loan of Feb 1861"
"Heman L. White","New York","NY",85,64,"1861-05-11; Loan of Feb 1861"
"Henry F. Vail","New York","NY",85,65,"1861-05-11; Loan of Feb 1861"
"Henry F. Vail, for others","New York","NY",85,66,"1861-05-11; Loan of Feb 1861"
"Importers and Traders' Bank","New York","NY",85,67,"1861-05-11; Loan of Feb 1861"
"Irving Bank","New York","NY",85,68,"1861-05-11; Loan of Feb 1861"
"John Q. Jones","New York","NY",85,69,"1861-05-11; Loan of Feb 1861"
"Joseph Lawrence","New York","NY",85,70,"1861-05-11; Loan of Feb 1861"
"Livermore, Clews & Mason","New York","NY",85,71,"1861-05-11; Loan of Feb 1861"
"Manhattan Company","New York","NY",85,72,"1861-05-11; Loan of Feb 1861"
"Manufacturers and Merchants' Bank","New York","NY",85,73,"1861-05-11; Loan of Feb 1861"
"Marine Bank","New York","NY",85,74,"1861-05-11; Loan of Feb 1861"
"Nathaniel Tracy","Boston","MA",85,75,"1861-05-11; Loan of Feb 1861"
"Nathaniel Tracy ","Boston","MA",85,76,"1861-05-11; Loan of Feb 1861"
"New York Country Bank","New York","NY",85,77,"1861-05-11; Loan of Feb 1861"
"North River Bank","New York","NY",85,78,"1861-05-11; Loan of Feb 1861"
"Ocean Bank","New York","NY",85,79,"1861-05-11; Loan of Feb 1861"
"Oriental Bank","New York","NY",85,80,"1861-05-11; Loan of Feb 1861"
"Pacific Bank","New York","NY",85,81,"1861-05-11; Loan of Feb 1861"
"Phoenix Bank","New York","NY",85,82,"1861-05-11; Loan of Feb 1861"
"R.W. Howes, president","New York","NY",85,83,"1861-05-11; Loan of Feb 1861"
"Robert L. Kennedy","New York","NY",85,84,"1861-05-11; Loan of Feb 1861"
"S.L. Evans","Washington","DC",85,85,"1861-05-11; Loan of Feb 1861"
"Seventh Ward Bank","New York","NY",85,86,"1861-05-11; Loan of Feb 1861"
"T.C. Chardavoyne","New York","NY",85,87,"1861-05-11; Loan of Feb 1861"
"United States Life Insurance Company","New York","NY",85,88,"1861-05-11; Loan of Feb 1861"
"William H. Hoople","New York","NY",85,89,"1861-05-11; Loan of Feb 1861"
"William V. Beady","New York","NY",85,90,"1861-05-11; Loan of Feb 1861"
"Brewster, Sweet & Co","Boston","MA",84.74,91,"1861-05-11; Loan of Feb 1861"
"H.C. Thatcher","Boston","MA",84.5,92,"1861-05-11; Loan of Feb 1861"
"Charles H. Delavan","New York","NY",84.25,93,"1861-05-11; Loan of Feb 1861"
"Evander Childs","New York","NY",84,94,"1861-05-11; Loan of Feb 1861"
"J.G. Hanson","New York","NY",84,95,"1861-05-11; Loan of Feb 1861"
"F.L. Richmond","New York","NY",83,96,"1861-05-11; Loan of Feb 1861"
"William E. Brown","New York","NY",83,97,"1861-05-11; Loan of Feb 1861"
"Samuel Brooke","New York","NY",82,98,"1861-05-11; Loan of Feb 1861"
"James McGinnis","Philadelphia","PA",60,99,"1861-05-11; Loan of Feb 1861"
"E. S. S. Rouse","Mount Vernon","OH",59.36474,1,"1864-06-15; Sixes of 1881"
"Henry H. Bowers","New York","NY",56.29415,2,"1864-06-15; Sixes of 1881"
"J.F. Brennan","Fort Monroe","VA",56.29415,3,"1864-06-15; Sixes of 1881"
"James Baxter, Boston","Boston","MA",56.29415,4,"1864-06-15; Sixes of 1881"
"Joseph Coe","Davenport","IA",56.29415,5,"1864-06-15; Sixes of 1881"
"Sarrah Smith Stafford per Samuel B. Stafford","Trenton","NJ",56.29415,6,"1864-06-15; Sixes of 1881"
"W. N. Jackson","Indianapolis","IN",56.29415,7,"1864-06-15; Sixes of 1881"
"William Thomson","Chicago","IL",56.29415,8,"1864-06-15; Sixes of 1881"
"Prof. William Harkness","Washington","DC",55.91032625,9,"1864-06-15; Sixes of 1881"
"B. G. Gayrette","Millbury","MA",55.782385,10,"1864-06-15; Sixes of 1881"
"William H. Gardner","New York","NY",55.782385,11,"1864-06-15; Sixes of 1881"
"Second National Bank","Peoria","IL",55.5265025,12,"1864-06-15; Sixes of 1881"
"G. W. Eggleston","New York","NY",55.462531875,13,"1864-06-15; Sixes of 1881"
"M. Ogelvee, Cashier","Mount Vernon","OH",55.39856125,14,"1864-06-15; Sixes of 1881"
"William L. Chardlow","New York","NY",55.39856125,15,"1864-06-15; Sixes of 1881"
"C. C. Baccus","New York","NY",55.372973,16,"1864-06-15; Sixes of 1881"
"Louisa H. Poor","Cincinnati","OH",55.27062,17,"1864-06-15; Sixes of 1881"
"Adams Twitchell","Boston","MA",55.27062,18,"1864-06-15; Sixes of 1881"
"Bass Ransson","Findley","OH",55.27062,19,"1864-06-15; Sixes of 1881"
"First National Bank","Troy","OH",55.27062,20,"1864-06-15; Sixes of 1881"
"Fourth National Bank","Cincinnati","OH",55.27062,21,"1864-06-15; Sixes of 1881"
"Isaac E. Dow","Concord","NH",55.27062,22,"1864-06-15; Sixes of 1881"
"Jennings Piggolt","Washington","DC",55.27062,23,"1864-06-15; Sixes of 1881"
"Leonard Chase","Springfield","VT",55.27062,24,"1864-06-15; Sixes of 1881"
"Miss Eliza V. Haigh","New York","NY",55.27062,25,"1864-06-15; Sixes of 1881"
"Noah Chapman","Norwich","CT",55.27062,26,"1864-06-15; Sixes of 1881"
"Richard Bell","St. Louis","MO",55.27062,27,"1864-06-15; Sixes of 1881"
"T. F. Rumbolt","St. Louis","MO",55.27062,28,"1864-06-15; Sixes of 1881"
"William Simpson","Cincinnati","OH",55.27062,29,"1864-06-15; Sixes of 1881"
"Albert Halton, Treasurer","","",55.27062,30,"1864-06-15; Sixes of 1881"
"Herman R. Sewell","Boston","MA",55.27062,31,"1864-06-15; Sixes of 1881"
"John L. Ordway","Grafton","MA",55.27062,32,"1864-06-15; Sixes of 1881"
"St. Nicholas Insurance Co.","","",55.27062,33,"1864-06-15; Sixes of 1881"
"Worthington National Bank","Cooperstown","NY",55.27062,34,"1864-06-15; Sixes of 1881"
"Daniel Denham, Jr.","New York","NY",55.2604356218906,35,"1864-06-15; Sixes of 1881"
"E.T. Jones, President First National Bank","Finlay","OH",55.14267875,36,"1864-06-15; Sixes of 1881"
"Lewis H. White","Columbus","OH",55.0147375,37,"1864-06-15; Sixes of 1881"
"J. J. Soren","Boston","MA",54.9294433333333,38,"1864-06-15; Sixes of 1881"
"Weller & Hudson","New York","NY",54.88679625,39,"1864-06-15; Sixes of 1881"
"Robert J. Robeson","Portland","ME",54.822825625,40,"1864-06-15; Sixes of 1881"
"S. H. Platt","Washington","DC",54.76397265,41,"1864-06-15; Sixes of 1881"
"A. Brooks, Jr.","Brunswick","ME",54.758855,42,"1864-06-15; Sixes of 1881"
"A. Brooks, Jr. Treasurer Savings Institution","Brunswick","ME",54.758855,43,"1864-06-15; Sixes of 1881"
"D. F. Draper","Boston","MA",54.758855,44,"1864-06-15; Sixes of 1881"
"First National Bank","Carlisle","PA",54.758855,45,"1864-06-15; Sixes of 1881"
"First National Bank","Cuyohoga Falls","OH",54.758855,46,"1864-06-15; Sixes of 1881"
"James D. Bell","Carlisle","PA",54.758855,47,"1864-06-15; Sixes of 1881"
"John Sanderson","Bernardstown","MA",54.758855,48,"1864-06-15; Sixes of 1881"
"Jos. Warner","Northampton","MA",54.758855,49,"1864-06-15; Sixes of 1881"
"Mrs. Cornelia A. Paddock","New Haven","CT",54.758855,50,"1864-06-15; Sixes of 1881"
"Mrs. M. A. Shaley","Baltimore","MD",54.758855,51,"1864-06-15; Sixes of 1881"
"Myer S. Isaacks","New York","NY",54.758855,52,"1864-06-15; Sixes of 1881"
"S. P. Warner","Chicago","IL",54.758855,53,"1864-06-15; Sixes of 1881"
"Sarrah Smith Stafford","Trenton","NJ",54.758855,54,"1864-06-15; Sixes of 1881"
"St. Louis Domicile Savings and Loan Association","St. Louis","MO",54.758855,55,"1864-06-15; Sixes of 1881"
"T. W. Swasey","Lynn","MA",54.758855,56,"1864-06-15; Sixes of 1881"
"William M. Warre","Washington","NJ",54.758855,57,"1864-06-15; Sixes of 1881"
"A. Stone Jr.","Cleveland","OH",54.758855,58,"1864-06-15; Sixes of 1881"
"J. Rawson","Cincinnati","OH",54.758855,59,"1864-06-15; Sixes of 1881"
"Tenth National Bank","New York","NY",54.72303145,60,"1864-06-15; Sixes of 1881"
"Richard F. Carpenter","New York","NY",54.71087703125,61,"1864-06-15; Sixes of 1881"
"A. B. Farquhar","York","PA",54.6658068181818,62,"1864-06-15; Sixes of 1881"
"A. M. Stewart","Indiana","PA",54.656502,63,"1864-06-15; Sixes of 1881"
"Atlantic Savings Bank","New York","NY",54.6053255,64,"1864-06-15; Sixes of 1881"
"Charles E. Hill","New York","NY",54.5821742261905,65,"1864-06-15; Sixes of 1881"
"J. P. Cooper","New York","NY",54.56847842,66,"1864-06-15; Sixes of 1881"
"City Bank","Lynn","MA",54.566943125,67,"1864-06-15; Sixes of 1881"
"William H. Slocum","New York","NY",54.5643843,68,"1864-06-15; Sixes of 1881"
"J. N. Perkins & Co.","New York","NY",54.55095046875,69,"1864-06-15; Sixes of 1881"
"J. B. Brown & Son","Portland","ME",54.5234431,70,"1864-06-15; Sixes of 1881"
"William Barringer","Binghampton","NY",54.5132078,71,"1864-06-15; Sixes of 1881"
"Charles Stoddard","Boston","MA",54.5029725,72,"1864-06-15; Sixes of 1881"
"Hershman & Gorman, Central Bank,","Dayton","OH",54.5029725,73,"1864-06-15; Sixes of 1881"
"J. B. Doe, Cashier","Janesville","WI",54.5029725,74,"1864-06-15; Sixes of 1881"
"John Tappan","Boston","MA",54.5029725,75,"1864-06-15; Sixes of 1881"
"Bennett B. Walton","Pennsylvania","PA",54.5029725,76,"1864-06-15; Sixes of 1881"
"C. Ames, Cashier, Northeastern","","MA",54.5029725,77,"1864-06-15; Sixes of 1881"
"Calvin Allyn","Norwich","CT",54.5029725,78,"1864-06-15; Sixes of 1881"
"First National Bank","Westchester","PA",54.5029725,79,"1864-06-15; Sixes of 1881"
"J. W. Beach","Newark","NJ",54.5029725,80,"1864-06-15; Sixes of 1881"
"John Whetstone","Cincinnati","OH",54.5029725,81,"1864-06-15; Sixes of 1881"
"Stephen Crowell, President","New York","NY",54.5029725,82,"1864-06-15; Sixes of 1881"
"John H. Nichols","Salem","MA",54.5029725,83,"1864-06-15; Sixes of 1881"
"J. R. Lyon","New York","NY",54.484753666,84,"1864-06-15; Sixes of 1881"
"Starke Whitcom","Boston","MA",54.45896071,85,"1864-06-15; Sixes of 1881"
"William & John O'Brien","New York","NY",54.4535018833333,86,"1864-06-15; Sixes of 1881"
"Alex Benson, Jr., & Co.","Philadelphia","PA",54.40573715,87,"1864-06-15; Sixes of 1881"
"S. M. Blake","New York","NY",54.3942224375,88,"1864-06-15; Sixes of 1881"
"John W. Grigg","Philadelphia","PA",54.3844850369458,89,"1864-06-15; Sixes of 1881"
"First National Bank","Troy","NY",54.378920664,90,"1864-06-15; Sixes of 1881"
"Charles L. Ives","New Haven","CT",54.37503125,91,"1864-06-15; Sixes of 1881"
"Hiram Nance","Chicago","IL",54.37503125,92,"1864-06-15; Sixes of 1881"
"Second National Bank","Chicago","IL",54.37503125,93,"1864-06-15; Sixes of 1881"
"The Dedham Bank","","",54.37503125,94,"1864-06-15; Sixes of 1881"
"W. W. Cowles","Boston","MA",54.37503125,95,"1864-06-15; Sixes of 1881"
"William P. Easterbrook","New York","NY",54.37503125,96,"1864-06-15; Sixes of 1881"
"First National Bank","Philadelphia","PA",54.359701114943,97,"1864-06-15; Sixes of 1881"
"First National Bank","Northampton","MA",54.336648875,98,"1864-06-15; Sixes of 1881"
"Henry Sandford","New Haven","CT",54.32385475,99,"1864-06-15; Sixes of 1881"
"D. W. Porter","New York","NY",54.3174576875,100,"1864-06-15; Sixes of 1881"
"H. J. Messenger","New York","NY",54.2982665,101,"1864-06-15; Sixes of 1881"
"S. D. Pardee, Treasurer","New Haven","CT",54.2982665,102,"1864-06-15; Sixes of 1881"
"First National Bank","New Bedford","MA",54.2823247938053,103,"1864-06-15; Sixes of 1881"
"Third National Bank","Boston","MA",54.2731507393249,104,"1864-06-15; Sixes of 1881"
"Second National Bank","Wilkesbarre","PA",54.2556194166667,105,"1864-06-15; Sixes of 1881"
"Oswegaichie Bank","Odgensburgh","NY",54.2512910559701,106,"1864-06-15; Sixes of 1881"
"D. H. Daniels","Brookline","MA",54.24709,107,"1864-06-15; Sixes of 1881"
"A. Snowdon","Philadelphia","PA",54.24709,108,"1864-06-15; Sixes of 1881"
"Abel Bennett","Binghampton","NY",54.24709,109,"1864-06-15; Sixes of 1881"
"Adolphus Bartholomew","Barre","MA",54.24709,110,"1864-06-15; Sixes of 1881"
"American Colonization Society","","",54.24709,111,"1864-06-15; Sixes of 1881"
"Asa Fowlser","Concord","NH",54.24709,112,"1864-06-15; Sixes of 1881"
"B. P. Smith","Pilot Knob","MO",54.24709,113,"1864-06-15; Sixes of 1881"
"Benjamin F. Page","Barre","MA",54.24709,114,"1864-06-15; Sixes of 1881"
"C. H. Blake","New York","NY",54.24709,115,"1864-06-15; Sixes of 1881"
"Charles A. Beldin","Madison","WI",54.24709,116,"1864-06-15; Sixes of 1881"
"Charles H. Dodge","Boston","MA",54.24709,117,"1864-06-15; Sixes of 1881"
"Chester Gorham","Barre","MA",54.24709,118,"1864-06-15; Sixes of 1881"
"D. A. Chapin","Fall River","MA",54.24709,119,"1864-06-15; Sixes of 1881"
"Dr. U. Locander","New York","NY",54.24709,120,"1864-06-15; Sixes of 1881"
"Edward C. Jones","New Bedford","MA",54.24709,121,"1864-06-15; Sixes of 1881"
"Eli Lewis, President","York","PA",54.24709,122,"1864-06-15; Sixes of 1881"
"First National Bank","Barre","MA",54.24709,123,"1864-06-15; Sixes of 1881"
"First National Bank","Brunswick","ME",54.24709,124,"1864-06-15; Sixes of 1881"
"First National Bank","Lowell","MA",54.24709,125,"1864-06-15; Sixes of 1881"
"First National Bank","Providence","RI",54.24709,126,"1864-06-15; Sixes of 1881"
"G. Frank Young","Coatesville","PA",54.24709,127,"1864-06-15; Sixes of 1881"
"G. W. Phillips","Coatesville","PA",54.24709,128,"1864-06-15; Sixes of 1881"
"H. E. Tucker","St. Albans","VT",54.24709,129,"1864-06-15; Sixes of 1881"
"H. Juerk","St. Louis","MO",54.24709,130,"1864-06-15; Sixes of 1881"
"Henry Rogers","Washington","DC",54.24709,131,"1864-06-15; Sixes of 1881"
"Ira Basto","Providence","RI",54.24709,132,"1864-06-15; Sixes of 1881"
"Irving Bank","New York","NY",54.24709,133,"1864-06-15; Sixes of 1881"
"J. H. Stout","New York","NY",54.24709,134,"1864-06-15; Sixes of 1881"
"J.B. Nashatt","Louisville","KY",54.24709,135,"1864-06-15; Sixes of 1881"
"Jacob Talbott the 2d","Marengo","IL",54.24709,136,"1864-06-15; Sixes of 1881"
"James B. Hosmer","Hartford","CT",54.24709,137,"1864-06-15; Sixes of 1881"
"James Baxter","Boston","MA",54.24709,138,"1864-06-15; Sixes of 1881"
"James McElvee","Westerfield","OH",54.24709,139,"1864-06-15; Sixes of 1881"
"Jas. G. Humphreys","Burlington","IA",54.24709,140,"1864-06-15; Sixes of 1881"
"Jedadiah P. Sill, President","Cooperstown","NY",54.24709,141,"1864-06-15; Sixes of 1881"
"John A. Davenport","New York","NY",54.24709,142,"1864-06-15; Sixes of 1881"
"John Dicket","Hamilton","OH",54.24709,143,"1864-06-15; Sixes of 1881"
"John T. Ulhman","Baltimore","MD",54.24709,144,"1864-06-15; Sixes of 1881"
"Joseph B. Dobbins","Trenton","NJ",54.24709,145,"1864-06-15; Sixes of 1881"
"Justice Ingersoil","Detroit","MI",54.24709,146,"1864-06-15; Sixes of 1881"
