"newspaper_date","date","description","asset","registered","coupons_on","interest_suspended","issuer","price_low","price_high","original_text","url","comment","past_due","gold_rate","price_gold_low","price_gold_high","series","interest","current_yield_gold","current_yield_currency"
1862-12-16,1862-12-16,"Virginia registered bonds","virginia",1,0,0,"Virginia",108,108,"For several days past the stock market has been dull, public attention being absorbed by the military operations near Fredericksburg. Prices have undergone no change. --Confederate bonds (100 M's) are selling at par and interest. The action of the Legislatures of several States guaranteeing their respective quotas of the Confederate war debt, will strengthen the confidence in these bonds, and lead to an increased demand. We quote Virginia registered bonds at 108, flat; North Carolina sixes, old issue, 134@135 ½; eights, 120 and interest. Railroad bonds and stock, Insurance, and Bank stocks generally unchanged — transactions small.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0651:article=pos=6","",0,3.11681780737969,34.6507260527992,34.6507260527992,"virginia_reg",6,0.173156544854427,0.0555555555555556
1862-12-19,1862-12-19,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",100,100,"We have no change to report in the prices of stocks. The market is quiet, and no return of activity is expected until the January dividends have been collected. We quote Confederate bonds (100 M's) at par and interest; do do. (15 M's) at 109 and interest; Virginia bonds, (registered) 110 ‘""flat,""’ do. coupons, (interest unpaid.) No; North Carolina sixes, do. eight, 116 and interest; city of Petersburg bonds 125 and interest; Virginia and Tennessee Railroad bonds, second mortgage, 108½ Richmond and York Rive Railroad bonds, 100 and interest; Southside Railroad bonds, guaranteed, 128 and interest; Richmond and Danville Railroad stock, 100; Richmond City Railway, do., 56; Bank of the Commonwealth, 105; Bank of Richmond 80; Bank of Virginia, 73; Formers' Bank, 103; Virginia Fire and Marine Insurance, 10, Richmond Fire Association, 35","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0654:article=pos=42","",0,3.12830842565677,31.9661575501481,31.9661575501481,"confederate_100mn",8,0.250264674052542,0.08
1862-12-19,1862-12-19,"Confederate Bonds (15 mn)","confederate_15mn",0,0,0,"Confederacy",109,109,"We have no change to report in the prices of stocks. The market is quiet, and no return of activity is expected until the January dividends have been collected. We quote Confederate bonds (100 M's) at par and interest; do do. (15 M's) at 109 and interest; Virginia bonds, (registered) 110 ‘""flat,""’ do. coupons, (interest unpaid.) No; North Carolina sixes, do. eight, 116 and interest; city of Petersburg bonds 125 and interest; Virginia and Tennessee Railroad bonds, second mortgage, 108½ Richmond and York Rive Railroad bonds, 100 and interest; Southside Railroad bonds, guaranteed, 128 and interest; Richmond and Danville Railroad stock, 100; Richmond City Railway, do., 56; Bank of the Commonwealth, 105; Bank of Richmond 80; Bank of Virginia, 73; Formers' Bank, 103; Virginia Fire and Marine Insurance, 10, Richmond Fire Association, 35","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0654:article=pos=42","",0,3.12830842565677,34.8431117296614,34.8431117296614,"confederate_15mn",8,0.229600618396827,0.073394495412844
1862-12-19,1862-12-19,"North Carolina 8 per cent","north_carolina_8",0,0,0,"North Carolina",116,116,"We have no change to report in the prices of stocks. The market is quiet, and no return of activity is expected until the January dividends have been collected. We quote Confederate bonds (100 M's) at par and interest; do do. (15 M's) at 109 and interest; Virginia bonds, (registered) 110 ‘""flat,""’ do. coupons, (interest unpaid.) No; North Carolina sixes, do. eight, 116 and interest; city of Petersburg bonds 125 and interest; Virginia and Tennessee Railroad bonds, second mortgage, 108½ Richmond and York Rive Railroad bonds, 100 and interest; Southside Railroad bonds, guaranteed, 128 and interest; Richmond and Danville Railroad stock, 100; Richmond City Railway, do., 56; Bank of the Commonwealth, 105; Bank of Richmond 80; Bank of Virginia, 73; Formers' Bank, 103; Virginia Fire and Marine Insurance, 10, Richmond Fire Association, 35","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0654:article=pos=42","",0,3.12830842565677,37.0807427581718,37.0807427581718,"north_carolina_8pct",8,0.215745408665984,0.0689655172413793
1862-12-19,1862-12-19,"City of Petersburg bonds","petersburg",0,0,0,"Petersburg",125,125,"We have no change to report in the prices of stocks. The market is quiet, and no return of activity is expected until the January dividends have been collected. We quote Confederate bonds (100 M's) at par and interest; do do. (15 M's) at 109 and interest; Virginia bonds, (registered) 110 ‘""flat,""’ do. coupons, (interest unpaid.) No; North Carolina sixes, do. eight, 116 and interest; city of Petersburg bonds 125 and interest; Virginia and Tennessee Railroad bonds, second mortgage, 108½ Richmond and York Rive Railroad bonds, 100 and interest; Southside Railroad bonds, guaranteed, 128 and interest; Richmond and Danville Railroad stock, 100; Richmond City Railway, do., 56; Bank of the Commonwealth, 105; Bank of Richmond 80; Bank of Virginia, 73; Formers' Bank, 103; Virginia Fire and Marine Insurance, 10, Richmond Fire Association, 35","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0654:article=pos=42","",0,3.12830842565677,39.9576969376851,39.9576969376851,"petersburg",6,0.150158804431525,0.048
1862-12-19,1862-12-19,"Virginia bonds registered","virginia",1,0,0,"Virginia",110,110,"We have no change to report in the prices of stocks. The market is quiet, and no return of activity is expected until the January dividends have been collected. We quote Confederate bonds (100 M's) at par and interest; do do. (15 M's) at 109 and interest; Virginia bonds, (registered) 110 ‘""flat,""’ do. coupons, (interest unpaid.) No; North Carolina sixes, do. eight, 116 and interest; city of Petersburg bonds 125 and interest; Virginia and Tennessee Railroad bonds, second mortgage, 108½ Richmond and York Rive Railroad bonds, 100 and interest; Southside Railroad bonds, guaranteed, 128 and interest; Richmond and Danville Railroad stock, 100; Richmond City Railway, do., 56; Bank of the Commonwealth, 105; Bank of Richmond 80; Bank of Virginia, 73; Formers' Bank, 103; Virginia Fire and Marine Insurance, 10, Richmond Fire Association, 35","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0654:article=pos=42","",0,3.12830842565677,35.1627733051629,35.1627733051629,"virginia_reg",6,0.170635005035824,0.0545454545454545
1862-12-23,1862-12-23,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",100,100,"and interest","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0657:article=7","",0,3.1314412090784,31.9341776911183,31.9341776911183,"confederate_100mn",8,0.250515296726272,0.08
1862-12-23,1862-12-23,"North Carolina 6 per cent","north_carolina_6_old",0,0,0,"North Carolina",133,133,"heavy","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0657:article=7","",0,3.1314412090784,42.4724563291874,42.4724563291874,"north_carolina_6pct_old",6,0.141268024469702,0.0451127819548872
1862-12-23,1862-12-23,"North Carolina 8 per cent","north_carolina_8",0,0,0,"North Carolina",116,116,"and interest","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0657:article=7","",0,3.1314412090784,37.0436461216972,37.0436461216972,"north_carolina_8pct",8,0.215961462695062,0.0689655172413793
1862-12-23,1862-12-23,"Petersburg City Bonds","petersburg",0,0,0,"Petersburg",125,125,"and interest","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0657:article=7","",0,3.1314412090784,39.9177221138979,39.9177221138979,"petersburg",6,0.150309178035763,0.048
1862-12-23,1862-12-23,"Virginia coupon bonds (interest paying)","virginia",0,0,0,"Virginia",115,115,"","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0657:article=7","",0,3.1314412090784,36.7243043447861,36.7243043447861,"virginia_coup",6,0.163379541343221,0.0521739130434783
1862-12-23,1862-12-23,"Virginia coupon bonds (interest suspended)","virginia",0,0,1,"Virginia",130,130,"","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0657:article=7","",0,3.1314412090784,41.5144309984538,41.5144309984538,"virginia_coup",6,0.144528055803618,0.0461538461538462
1862-12-23,1862-12-23,"Virginia registered stock","virginia",1,0,0,"Virginia",110,110,"","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0657:article=7","",0,3.1314412090784,35.1275954602301,35.1275954602301,"virginia_reg",6,0.170805884131549,0.0545454545454545
1862-12-26,1862-12-26,"Confederate bonds","confederate_100mn",0,0,0,"Confederacy",100,100.5,"Sales of Confederate bonds at par continue to be made by the agents of the Treasury, but sales by brokers at ½ are reported","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0659:article=pos=33","",0,3.14379051437507,31.8087352012633,31.9677788772696,"confederate_100mn",8,0.25087605102245,0.0798004987531172
1863-01-02,1863-01-02,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",100,100,"he stock market is more active, but transactions are confined chiefly to Confederate and State bonds. The amount of bank, railroad, or insurance stock offering is quite meagre. We note sales of Confederate bonds (100 M's) at par and interest; do, do., (5 M's.) 169 and interest; Virginia sixes, (registered,) 110; North Carolina sixes, (used in place of Northern exchange) 134; North Carolina eights, 117; Missouri sixes, 112; Tennessee sixes, 118","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0665:article=pos=35","",0,3.12415916199334,32.0086124985373,32.0086124985373,"confederate_100mn",8,0.249932732959467,0.08
1863-01-02,1863-01-02,"Confederate Bonds (5 mn)","confederate_15mn",0,0,0,"Confederacy",109,109,"he stock market is more active, but transactions are confined chiefly to Confederate and State bonds. The amount of bank, railroad, or insurance stock offering is quite meagre. We note sales of Confederate bonds (100 M's) at par and interest; do, do., (5 M's.) 169 and interest; Virginia sixes, (registered,) 110; North Carolina sixes, (used in place of Northern exchange) 134; North Carolina eights, 117; Missouri sixes, 112; Tennessee sixes, 118","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0665:article=pos=35","OCR error? 169 -> 109",0,3.12415916199334,34.8893876234057,34.8893876234057,"confederate_15mn",8,0.229296085283915,0.073394495412844
1863-01-02,1863-01-02,"North Carolina 6 per cent ","north_carolina_6_old",0,0,0,"North Carolina",134,134,"he stock market is more active, but transactions are confined chiefly to Confederate and State bonds. The amount of bank, railroad, or insurance stock offering is quite meagre. We note sales of Confederate bonds (100 M's) at par and interest; do, do., (5 M's.) 169 and interest; Virginia sixes, (registered,) 110; North Carolina sixes, (used in place of Northern exchange) 134; North Carolina eights, 117; Missouri sixes, 112; Tennessee sixes, 118","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0665:article=pos=35","",0,3.12415916199334,42.8915407480401,42.8915407480401,"north_carolina_6pct_old",6,0.139887723671344,0.0447761194029851
1863-01-02,1863-01-02,"North Carolina 8 per cent","north_carolina_8",0,0,0,"North Carolina",117,117,"he stock market is more active, but transactions are confined chiefly to Confederate and State bonds. The amount of bank, railroad, or insurance stock offering is quite meagre. We note sales of Confederate bonds (100 M's) at par and interest; do, do., (5 M's.) 169 and interest; Virginia sixes, (registered,) 110; North Carolina sixes, (used in place of Northern exchange) 134; North Carolina eights, 117; Missouri sixes, 112; Tennessee sixes, 118","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0665:article=pos=35","",0,3.12415916199334,37.4500766232887,37.4500766232887,"north_carolina_8pct",8,0.213617720478177,0.0683760683760684
1863-01-02,1863-01-02,"Virginia 6 per cent registered","virginia",1,0,0,"Virginia",110,110,"he stock market is more active, but transactions are confined chiefly to Confederate and State bonds. The amount of bank, railroad, or insurance stock offering is quite meagre. We note sales of Confederate bonds (100 M's) at par and interest; do, do., (5 M's.) 169 and interest; Virginia sixes, (registered,) 110; North Carolina sixes, (used in place of Northern exchange) 134; North Carolina eights, 117; Missouri sixes, 112; Tennessee sixes, 118","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0665:article=pos=35","",0,3.12415916199334,35.2094737483911,35.2094737483911,"virginia_reg",6,0.170408681563273,0.0545454545454545
1863-01-06,1863-01-06,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",100,100,"Bonds and Stocks.--There have been a few sales of bank stocks, since our last report, viz: Farmers' bank, 103; Bank of the Commonwealth, 103; Bank Virginia, 72. For Confederate bonds there is a f demand at par and interest (100 M's) Bonds of tl fifteen million loan, (payment secured by the expert duty on cotton,) are selling at 109 although they possess, in reality, no value ever the bonds of the hundred million loan. We quote Virginia size, (registered,) at 110; North Carolina eights, 116 and interest; City of Petersburg bonds 198 and int.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0668:article=pos=17","",0,3.11731965363932,32.0788405139187,32.0788405139187,"confederate_100mn",8,0.249385572291146,0.08
1863-01-06,1863-01-06,"Confederate Bonds (15 mn)","confederate_15mn",0,0,0,"Confederacy",109,109,"Bonds and Stocks.--There have been a few sales of bank stocks, since our last report, viz: Farmers' bank, 103; Bank of the Commonwealth, 103; Bank Virginia, 72. For Confederate bonds there is a f demand at par and interest (100 M's) Bonds of tl fifteen million loan, (payment secured by the expert duty on cotton,) are selling at 109 although they possess, in reality, no value ever the bonds of the hundred million loan. We quote Virginia size, (registered,) at 110; North Carolina eights, 116 and interest; City of Petersburg bonds 198 and int.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0668:article=pos=17","",0,3.11731965363932,34.9659361601714,34.9659361601714,"confederate_15mn",8,0.2287941030194,0.073394495412844
1863-01-06,1863-01-06,"North Carolina 8 per cent","north_carolina_8",0,0,0,"North Carolina",116,116,"Bonds and Stocks.--There have been a few sales of bank stocks, since our last report, viz: Farmers' bank, 103; Bank of the Commonwealth, 103; Bank Virginia, 72. For Confederate bonds there is a f demand at par and interest (100 M's) Bonds of tl fifteen million loan, (payment secured by the expert duty on cotton,) are selling at 109 although they possess, in reality, no value ever the bonds of the hundred million loan. We quote Virginia size, (registered,) at 110; North Carolina eights, 116 and interest; City of Petersburg bonds 198 and int.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0668:article=pos=17","",0,3.11731965363932,37.2114549961457,37.2114549961457,"north_carolina_8pct",8,0.214987562319953,0.0689655172413793
1863-01-06,1863-01-06,"City of Petersburg bonds","petersburg",0,0,0,"Petersburg",,,"Bonds and Stocks.--There have been a few sales of bank stocks, since our last report, viz: Farmers' bank, 103; Bank of the Commonwealth, 103; Bank Virginia, 72. For Confederate bonds there is a f demand at par and interest (100 M's) Bonds of tl fifteen million loan, (payment secured by the expert duty on cotton,) are selling at 109 although they possess, in reality, no value ever the bonds of the hundred million loan. We quote Virginia size, (registered,) at 110; North Carolina eights, 116 and interest; City of Petersburg bonds 198 and int.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0668:article=pos=17","OCR error; too different from recent prices.",0,3.11731965363932,,,"petersburg",6,,
1863-01-06,1863-01-06,"Virginia 6 per cent registered","virginia",1,0,0,"Virginia",110,110,"Bonds and Stocks.--There have been a few sales of bank stocks, since our last report, viz: Farmers' bank, 103; Bank of the Commonwealth, 103; Bank Virginia, 72. For Confederate bonds there is a f demand at par and interest (100 M's) Bonds of tl fifteen million loan, (payment secured by the expert duty on cotton,) are selling at 109 although they possess, in reality, no value ever the bonds of the hundred million loan. We quote Virginia size, (registered,) at 110; North Carolina eights, 116 and interest; City of Petersburg bonds 198 and int.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0668:article=pos=17","",0,3.11731965363932,35.2867245653106,35.2867245653106,"virginia_reg",6,0.170035617471236,0.0545454545454545
1863-01-10,1863-01-10,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",99.5,100,"The demand for Confederate bonds (100 mts) is improving whilst the disposition to invest in State Stocks seems to be less active. From recent sales we quote Confederate bonds at par and int — brokers, offering 99½ @22d.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0673:article=pos=6","",0,3.11735043227142,31.9181311699694,32.078523788914,"confederate_100mn",8,0.250013067249838,0.0802005012531328
1863-01-10,1863-01-10,"North Carolina 6 per cent","north_carolina_6_old",0,0,0,"North Carolina",131,131,"a decline","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0673:article=pos=6","",0,3.11735043227142,42.0228661634773,42.0228661634773,"north_carolina_6pct_old",6,0.142779409111668,0.0458015267175573
1863-01-10,1863-01-10,"North Carolina 8 per cent","north_carolina_8",0,0,0,"North Carolina",116,116,"and interest","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0673:article=pos=6","",0,3.11735043227142,37.2110875951402,37.2110875951402,"north_carolina_8pct",8,0.214989684984236,0.0689655172413793
1863-01-10,1863-01-10,"Petersburg City Bonds","petersburg",0,0,0,"Petersburg",126,126,"and interest","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0673:article=pos=6","",0,3.11735043227142,40.4189399740316,40.4189399740316,"petersburg",6,0.148445258679591,0.0476190476190476
1863-01-10,1863-01-10,"Virginia 6 per cent registered","virginia",1,0,0,"Virginia",110,110,"dull","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0673:article=pos=6","",0,3.11735043227142,35.2863761678054,35.2863761678054,"virginia_reg",6,0.170037296305714,0.0545454545454545
1863-01-13,1863-01-13,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",100,100,"Bounds and Stocks.--The demand for Confederate Bonds continues brisk at par. No recent sales of the 15 M lorn bonds. We quote Virginia registered at 110--duff; North Carolina eights and tai; do sixth, 131; Tennessee bonds 117; South-adde R. R. guard bonds, 128 and int; Va. and Tenn R. R do, 2d mort, 110; B's of Com. It, 105; R. Y. R. B. stock at 50. We omit quotations of other securities based upon sales heretofore reported.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0675:article=pos=21","",0,3.10614881384745,32.194207680647,32.194207680647,"confederate_100mn",8,0.248491905107796,0.08
1863-01-13,1863-01-13,"North Carolina 6 per cent","north_carolina_6_old",0,0,0,"North Carolina",131,131,"Bounds and Stocks.--The demand for Confederate Bonds continues brisk at par. No recent sales of the 15 M lorn bonds. We quote Virginia registered at 110--duff; North Carolina eights and tai; do sixth, 131; Tennessee bonds 117; South-adde R. R. guard bonds, 128 and int; Va. and Tenn R. R do, 2d mort, 110; B's of Com. It, 105; R. Y. R. B. stock at 50. We omit quotations of other securities based upon sales heretofore reported.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0675:article=pos=21","",0,3.10614881384745,42.1744120616475,42.1744120616475,"north_carolina_6pct_old",6,0.142266357886143,0.0458015267175573
1863-01-13,1863-01-13,"Virginia registered","virginia",1,0,0,"Virginia",110,110,"Bounds and Stocks.--The demand for Confederate Bonds continues brisk at par. No recent sales of the 15 M lorn bonds. We quote Virginia registered at 110--duff; North Carolina eights and tai; do sixth, 131; Tennessee bonds 117; South-adde R. R. guard bonds, 128 and int; Va. and Tenn R. R do, 2d mort, 110; B's of Com. It, 105; R. Y. R. B. stock at 50. We omit quotations of other securities based upon sales heretofore reported.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0675:article=pos=21","",0,3.10614881384745,35.4136284487116,35.4136284487116,"virginia_reg",6,0.169426298937134,0.0545454545454545
1863-01-20,1863-01-20,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",100,100,"Bonds and Stocks.--We quote Confederate bonds at par and list, do (15 M) held at 139--no recent sales; Virginia 6's 1,0, N Carolina 6's dull; do 8's 1.6 and int, Missouri 6's 115, Farmers B'k 105, B'k of Va 73, Ins Co. State of Va. 23, Va. Central R. R. stock 75.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0681:article=pos=23","",0,3.13763220734766,31.8711669792978,31.8711669792978,"confederate_100mn",8,0.251010576587813,0.08
1863-01-20,1863-01-20,"Confederate Bonds (15 mn)","confederate_15mn",0,0,0,"Confederacy",109,109,"Bonds and Stocks.--We quote Confederate bonds at par and list, do (15 M) held at 139--no recent sales; Virginia 6's 1,0, N Carolina 6's dull; do 8's 1.6 and int, Missouri 6's 115, Farmers B'k 105, B'k of Va 73, Ins Co. State of Va. 23, Va. Central R. R. stock 75.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0681:article=pos=23","OCR error? 139 -> 109.",0,3.13763220734766,34.7395720074346,34.7395720074346,"confederate_15mn",8,0.23028493264937,0.073394495412844
1863-01-20,1863-01-20,"North Caroina 8 per cent","north_carolina_8",0,0,0,"North Carolina",116,116,"Bonds and Stocks.--We quote Confederate bonds at par and list, do (15 M) held at 139--no recent sales; Virginia 6's 1,0, N Carolina 6's dull; do 8's 1.6 and int, Missouri 6's 115, Farmers B'k 105, B'k of Va 73, Ins Co. State of Va. 23, Va. Central R. R. stock 75.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0681:article=pos=23","",0,3.13763220734766,36.9705536959854,36.9705536959854,"north_carolina_8pct",8,0.216388428092942,0.0689655172413793
1863-01-23,1863-01-23,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",100,100,"Bonds and Stocks.--We quote Confederate bonds (100 M loan) at par and int. The broken are now buying at this figure. The recent sales of Bonds of the fifteen million loan. We quote Virginia reg't, at 1.10, North Carolina do, 1.30, do 8's, 1.16 and int; Missouri 6's, 1.22; South Side R E guaranteed Bonds, 1.25; City of Petersburg do, 1.25; Exchange Bank Stock, 1.06; Farmers Bank, 1.05; Bank of Va, 73; Va Central R E Stock, 75.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0684:article=pos=45","",0,3.14132694592383,31.8336810276178,31.8336810276178,"confederate_100mn",8,0.251306155673906,0.08
1863-01-23,1863-01-23,"North Carolina registered","north_carolina_6_old",1,0,0,"North Carolina",130,130,"Bonds and Stocks.--We quote Confederate bonds (100 M loan) at par and int. The broken are now buying at this figure. The recent sales of Bonds of the fifteen million loan. We quote Virginia reg't, at 1.10, North Carolina do, 1.30, do 8's, 1.16 and int; Missouri 6's, 1.22; South Side R E guaranteed Bonds, 1.25; City of Petersburg do, 1.25; Exchange Bank Stock, 1.06; Farmers Bank, 1.05; Bank of Va, 73; Va Central R E Stock, 75.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0684:article=pos=45","",0,3.14132694592383,41.3837853359031,41.3837853359031,"north_carolina_6pct_old",6,0.1449843205811,0.0461538461538462
1863-01-23,1863-01-23,"North Carolina 8 per cent","north_carolina_8",0,0,0,"North Carolina",116,116,"Bonds and Stocks.--We quote Confederate bonds (100 M loan) at par and int. The broken are now buying at this figure. The recent sales of Bonds of the fifteen million loan. We quote Virginia reg't, at 1.10, North Carolina do, 1.30, do 8's, 1.16 and int; Missouri 6's, 1.22; South Side R E guaranteed Bonds, 1.25; City of Petersburg do, 1.25; Exchange Bank Stock, 1.06; Farmers Bank, 1.05; Bank of Va, 73; Va Central R E Stock, 75.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0684:article=pos=45","",0,3.14132694592383,36.9270699920366,36.9270699920366,"north_carolina_8pct",8,0.216643237649919,0.0689655172413793
1863-01-23,1863-01-23,"Virginia registered","virginia",1,0,0,"Virginia",110,110,"Bonds and Stocks.--We quote Confederate bonds (100 M loan) at par and int. The broken are now buying at this figure. The recent sales of Bonds of the fifteen million loan. We quote Virginia reg't, at 1.10, North Carolina do, 1.30, do 8's, 1.16 and int; Missouri 6's, 1.22; South Side R E guaranteed Bonds, 1.25; City of Petersburg do, 1.25; Exchange Bank Stock, 1.06; Farmers Bank, 1.05; Bank of Va, 73; Va Central R E Stock, 75.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0684:article=pos=45","",0,3.14132694592383,35.0170491303796,35.0170491303796,"virginia_reg",6,0.1713451061413,0.0545454545454545
1863-02-27,1863-02-27,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",100,100,"and interest; The premium of ½ per cent for bonds exchanged for ""new currency"" is not now quotable, as the amount of eight per cent notes is equal to the demand ","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19","",0,3.53813141115161,28.2635064612966,28.2635064612966,"confederate_100mn",8,0.283050512892129,0.08
1863-02-27,1863-02-27,"North Carolina 6 per cent (new issue)","north_carolina_6_new",0,0,0,"North Carolina",101,101,"We quote Confederate Bonds (100,000,000,) at $100 and int. The premium of ½ per cent for bonds exchanged for ""new currency"" is not now quotable, as the amount of eight per cent notes is equal to the demand — The quotations of other leading securities are — Va. reg'd stock 106; R C 6's, old issue, 126; do new issue, 101 and int; N. C. 8's 116 and int. Richmond City Bonds 125; V","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19","",0,3.53813141115161,28.5461415259096,28.5461415259096,"north_carolina_6pct_new",6,0.210186024424848,0.0594059405940594
1863-02-27,1863-02-27,"North Carolina 6 per cent (old issue)","north_carolina_6_old",0,0,0,"North Carolina",126,126,"We quote Confederate Bonds (100,000,000,) at $100 and int. The premium of ½ per cent for bonds exchanged for ""new currency"" is not now quotable, as the amount of eight per cent notes is equal to the demand — The quotations of other leading securities are — Va. reg'd stock 106; R C 6's, old issue, 126; do new issue, 101 and int; N. C. 8's 116 and int. Richmond City Bonds 125; V","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19","",0,3.53813141115161,35.6120181412337,35.6120181412337,"north_carolina_6pct_old",6,0.168482448150077,0.0476190476190476
1863-02-27,1863-02-27,"North Carolina 8 per cent","north_carolina_8",0,0,0,"North Carolina",116,116,"We quote Confederate Bonds (100,000,000,) at $100 and int. The premium of ½ per cent for bonds exchanged for ""new currency"" is not now quotable, as the amount of eight per cent notes is equal to the demand — The quotations of other leading securities are — Va. reg'd stock 106; R C 6's, old issue, 126; do new issue, 101 and int; N. C. 8's 116 and int. Richmond City Bonds 125; V","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19","",0,3.53813141115161,32.7856674951041,32.7856674951041,"north_carolina_8pct",8,0.244009062838042,0.0689655172413793
1863-02-27,1863-02-27,"Richmond City Bonds","richmond",0,0,0,"Richmond",125,125,"","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19","",0,3.53813141115161,35.3293830766208,35.3293830766208,"richmond",6,0.169830307735277,0.048
1863-02-27,1863-02-27,"Virginia registered stock","virginia",1,0,0,"Virginia",106,106,"(it says R.C. but I assume it is a typo)","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0685:article=pos=19","",0,3.53813141115161,29.9593168489744,29.9593168489744,"virginia_reg",6,0.200271589310468,0.0566037735849057
1863-03-03,1863-03-03,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",100,100,"Bonds and Stocks.--We quote Confederate bonds (100,000,000,) at $100 and int.; do, do, (15,000,000,) 112 offered; Virginia registered stock, 105, Virginia coupons, interest inspended, 133, North Carolina sixes, 130@131½; North Carolina eights, 116 and int.; Exchange Bank stock, 110; Bank of Virginia 78; South-Side Railroad, unguaranteed bonds, 92; Virginia Fire and Marine Insurance stock, 43. Other stocks at last quotations.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0688:article=pos=25","",0,3.80260888106965,26.2977348256418,26.2977348256418,"confederate_100mn",8,0.304208710485572,0.08
