"date","series","issue","url","volume","is_clean","adjust_gold","adjust_currency","notes","gold_rate","price_currency","price_gold"
1858-12-03,"North Carolina 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,98,98
1858-12-03,"Louisiana 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,94.125,94.125
1858-12-03,"Tennessee 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,94.25,94.25
1858-12-03,"Ohio 6 per cents, 1886","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,109,109
1858-12-03,"U.S. 5 per cents, 1874","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,104.5,104.5
1858-12-03,"Pennsylvania 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,95,95
1858-12-03,"Virginia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,96.125,96.125
1858-12-03,"U.S. 6 per cents, 1867-8","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,1,-3,0,"",1,114.25,114.25
1858-12-10,"California 7 per cents, 1877","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,81,81
1858-12-10,"Kentucky 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,104,104
1858-12-10,"Georgia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,1,0,0,"",1,100,100
1858-12-10,"Indiana 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,92,92
1858-12-10,"Missouri 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,89.75,89.75
1858-12-10,"North Carolina 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,97.5,97.5
1858-12-10,"Louisiana 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,95,95
1858-12-10,"Tennessee 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,94.25,94.25
1858-12-10,"Ohio 6 per cents, 1886","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,108,108
1858-12-10,"U.S. 5 per cents, 1874","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,104.25,104.25
1858-12-10,"Pennsylvania 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,95.5,95.5
1858-12-10,"Virginia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,97.25,97.25
1858-12-10,"U.S. 6 per cents, 1867-8","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,1,-3,0,"",1,114,114
1858-12-17,"California 7 per cents, 1877","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,91.5,91.5
1858-12-17,"Kentucky 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,105,105
1858-12-17,"Georgia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,1,0,0,"",1,102,102
1858-12-17,"Indiana 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,92,92
1858-12-17,"Missouri 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,89.25,89.25
1858-12-17,"North Carolina 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,98,98
1858-12-17,"Louisiana 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,94.25,94.25
1858-12-17,"Tennessee 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,94.375,94.375
1858-12-17,"Ohio 6 per cents, 1886","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,108,108
1858-12-17,"U.S. 5 per cents, 1874","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,104.125,104.125
1858-12-17,"Pennsylvania 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,95.625,95.625
1858-12-17,"Virginia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,98,98
1858-12-17,"U.S. 6 per cents, 1867-8","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,1,-3,0,"",1,114,114
1858-12-24,"California 7 per cents, 1877","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,91.75,91.75
1858-12-24,"Georgia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,1,0,0,"",1,102,102
1858-12-24,"Indiana 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,2.5,0,"Appears to exclude Jan coupon",1,91,91
1858-12-24,"Missouri 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,89.5,89.5
1858-12-24,"Kentucky 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,104,104
1858-12-24,"North Carolina 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,98,98
1858-12-24,"Louisiana 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,,
1858-12-24,"Tennessee 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,94.125,94.125
1858-12-24,"Ohio 6 per cents, 1886","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,3,0,"Appears to exclude Jan coupon",1,106,106
1858-12-24,"U.S. 5 per cents, 1874","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,104.125,104.125
1858-12-24,"Pennsylvania 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,96,96
1858-12-24,"Virginia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,98,98
1858-12-24,"U.S. 6 per cents, 1867-8","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,1,-3,0,"",1,114,114
1858-12-31,"California 7 per cents, 1877","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,92,92
1858-12-31,"Georgia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,1,0,0,"",1,102,102
1858-12-31,"Indiana 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,2.5,0,"Appears to exclude Jan coupon",1,91,91
1858-12-31,"Missouri 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,90.75,90.75
1858-12-31,"Kentucky 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,104,104
1858-12-31,"North Carolina 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,100.125,100.125
1858-12-31,"Louisiana 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,95,95
1858-12-31,"Tennessee 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,95,95
1858-12-31,"Ohio 6 per cents, 1886","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,3,0,"Appears to exclude Jan coupon",1,106,106
1858-12-31,"U.S. 5 per cents, 1874","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,105.5,105.5
1858-12-31,"Pennsylvania 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,96,96
1858-12-31,"Virginia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,99,99
1858-12-31,"U.S. 6 per cents, 1867-8","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,1,-3,0,"",1,114,114
1859-01-07,"California 7 per cents, 1877","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,85,85
1859-01-07,"Georgia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,1,0,0,"",1,99,99
1859-01-07,"Indiana 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,90.125,90.125
1859-01-07,"Missouri 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,86.25,86.25
1859-01-07,"Kentucky 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,,
1859-01-07,"North Carolina 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,97.25,97.25
1859-01-07,"Louisiana 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,93,93
1859-01-07,"Tennessee 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,92.125,92.125
1859-01-07,"Ohio 6 per cents, 1886","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,105.5,105.5
1859-01-07,"U.S. 5 per cents, 1874","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,104.25,104.25
1859-01-07,"Pennsylvania 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,92.75,92.75
1859-01-07,"Virginia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,96.75,96.75
1859-01-07,"U.S. 6 per cents, 1867-8","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,,
1859-01-14,"California 7 per cents, 1877","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,86.5,86.5
1859-01-14,"Georgia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,1,0,0,"",1,99,99
1859-01-14,"Indiana 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,90.5,90.5
1859-01-14,"Missouri 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,86.5,86.5
1859-01-14,"Kentucky 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,102,102
1859-01-14,"North Carolina 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,97.25,97.25
1859-01-14,"Louisiana 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,93,93
1859-01-14,"Tennessee 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,91.75,91.75
1859-01-14,"Ohio 6 per cents, 1886","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,105.5,105.5
1859-01-14,"U.S. 5 per cents, 1874","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,104.25,104.25
1859-01-14,"Pennsylvania 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,93.5,93.5
1859-01-14,"Virginia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,96.5,96.5
1859-01-14,"U.S. 6 per cents, 1867-8","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,111,111
1859-01-21,"California 7 per cents, 1877","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,86,86
1859-01-21,"Georgia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,1,0,0,"",1,101,101
1859-01-21,"Indiana 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,92.25,92.25
1859-01-21,"Missouri 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,86.5,86.5
1859-01-21,"Kentucky 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,102.125,102.125
1859-01-21,"North Carolina 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,98,98
1859-01-21,"Louisiana 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,95,95
1859-01-21,"Tennessee 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,91.125,91.125
1859-01-21,"Ohio 6 per cents, 1886","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,107.125,107.125
1859-01-21,"U.S. 5 per cents, 1874","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,104.75,104.75
1859-01-21,"Pennsylvania 5 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,93.125,93.125
1859-01-21,"Virginia 6 per cents","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,97,97
1859-01-21,"U.S. 6 per cents, 1867-8","1859-01-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670",13,0,0,0,"",1,110.125,110.125
1859-01-28,"California 7 per cents, 1877","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,85.875,85.875
1859-01-28,"Georgia 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,1,0,0,"",1,100,100
1859-01-28,"Indiana 5 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,92.5,92.5
1859-01-28,"Missouri 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,80.5,80.5
1859-01-28,"Kentucky 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,104,104
1859-01-28,"North Carolina 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,98.25,98.25
1859-01-28,"Louisiana 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,95,95
1859-01-28,"Tennessee 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,90.5,90.5
1859-01-28,"Ohio 6 per cents, 1886","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,107.125,107.125
1859-01-28,"U.S. 5 per cents, 1874","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,102.875,102.875
1859-01-28,"Pennsylvania 5 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,93.5,93.5
1859-01-28,"Virginia 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,96.875,96.875
1859-01-28,"U.S. 6 per cents, 1867-8","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,110.125,110.125
1859-02-04,"California 7 per cents, 1877","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,84.25,84.25
1859-02-04,"Georgia 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,1,0,0,"",1,100,100
1859-02-04,"Indiana 5 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,93,93
1859-02-04,"Missouri 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,84,84
1859-02-04,"Kentucky 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,104,104
1859-02-04,"North Carolina 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,98,98
1859-02-04,"Louisiana 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,93.5,93.5
1859-02-04,"Tennessee 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,89.25,89.25
1859-02-04,"Ohio 6 per cents, 1886","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,107.5,107.5
1859-02-04,"U.S. 5 per cents, 1874","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,102.625,102.625
1859-02-04,"Pennsylvania 5 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,93.25,93.25
1859-02-04,"Virginia 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,96,96
1859-02-04,"U.S. 6 per cents, 1867-8","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,108.5,108.5
1859-02-11,"California 7 per cents, 1877","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,84.125,84.125
1859-02-11,"Georgia 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,1,0,0,"",1,100,100
1859-02-11,"Indiana 5 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,92,92
1859-02-11,"Missouri 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,84.5,84.5
1859-02-11,"Kentucky 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,104,104
1859-02-11,"North Carolina 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,98,98
1859-02-11,"Louisiana 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,93,93
1859-02-11,"Tennessee 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,89.75,89.75
1859-02-11,"Ohio 6 per cents, 1886","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,107,107
1859-02-11,"U.S. 5 per cents, 1874","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,102.75,102.75
1859-02-11,"Pennsylvania 5 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,92.75,92.75
1859-02-11,"Virginia 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,96.5,96.5
1859-02-11,"U.S. 6 per cents, 1867-8","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,108.125,108.125
1859-02-18,"California 7 per cents, 1877","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,84,84
1859-02-18,"Georgia 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,1,0,0,"",1,100,100
1859-02-18,"Indiana 5 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,90,90
1859-02-18,"Missouri 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,84.25,84.25
1859-02-18,"Kentucky 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,103,103
1859-02-18,"North Carolina 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,97.5,97.5
1859-02-18,"Louisiana 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,93,93
1859-02-18,"Tennessee 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,89.25,89.25
1859-02-18,"Ohio 6 per cents, 1886","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,107,107
1859-02-18,"U.S. 5 per cents, 1874","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,102.75,102.75
1859-02-18,"Pennsylvania 5 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,92.25,92.25
1859-02-18,"Virginia 6 per cents","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,97,97
1859-02-18,"U.S. 6 per cents, 1867-8","1859-02-24","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750",13,0,0,0,"",1,108.25,108.25
1859-02-25,"California 7 per cents, 1877","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,84,84
1859-02-25,"Georgia 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,1,0,0,"",1,100,100
1859-02-25,"Indiana 5 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,91,91
1859-02-25,"Missouri 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,85,85
1859-02-25,"Kentucky 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,103,103
1859-02-25,"North Carolina 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,98,98
1859-02-25,"Louisiana 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,93,93
1859-02-25,"Tennessee 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,89.5,89.5
1859-02-25,"Ohio 6 per cents, 1886","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,107.5,107.5
1859-02-25,"U.S. 5 per cents, 1874","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,102.75,102.75
1859-02-25,"Pennsylvania 5 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,93,93
1859-02-25,"Virginia 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,96.75,96.75
1859-02-25,"U.S. 6 per cents, 1867-8","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,108.5,108.5
1859-03-04,"California 7 per cents, 1877","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,84.125,84.125
1859-03-04,"Georgia 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,1,0,0,"",1,100,100
1859-03-04,"Indiana 5 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,90,90
1859-03-04,"Missouri 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,85.25,85.25
1859-03-04,"Kentucky 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,104.25,104.25
1859-03-04,"North Carolina 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,98.25,98.25
1859-03-04,"Louisiana 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,93,93
1859-03-04,"Ohio 6 per cents, 1886","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,109,109
1859-03-04,"U.S. 5 per cents, 1874","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,103.5,103.5
1859-03-04,"Pennsylvania 5 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,92,92
1859-03-04,"Tennessee 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,90.25,90.25
1859-03-04,"Virginia 6 per cents","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,96.875,96.875
1859-03-04,"U.S. 6 per cents, 1867-8","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,108.125,108.125
1859-03-11,"California 7 per cents, 1877","1859-03-26","http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830",13,0,0,0,"",1,84.125,84.125
