"date","volume","url","description","issuer","interest","price_string","price_currency_low","price_currency_high","in_table","comment","asset","gold_rate","price_gold_low","price_gold_high","price_gold","price_currency","current_yield"
1864-11-26,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA510","Indiana 6 per cent","Indiana",6,"99",99,99,0,"","Indiana_6",2.22039665532753,44.5866281425273,44.5866281425273,44.5866281425273,99,0.134569494262275
1864-12-28,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA589","Indiana 6 per cent","Indiana",6,"94 @ 99",94,99,0,"","Indiana_6",2.20104536797518,42.7069797686514,44.9786276286861,43.8280884839848,96.4676111448811,0.136898509780833
1862-05-25,16,"http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973","Indiana 6 per cent War Loan","Indiana",6,"93.5 @ 94",93.5,94,1,"","Indiana_6",1.03750931981413,90.119672386895,90.6015957686431,90.3603127949434,93.7496666660741,0.0664008325603734
1862-10-25,17,"http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA407","Indiana 6 per cent War Loan","Indiana",6,"100",100,100,0,"","Indiana_6",1.30626525533134,76.5541298690019,76.5541298690019,76.5541298690019,100,0.0783759153198802
1863-02-20,17,"http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA733","Indiana 6 per cent War Loan","Indiana",6,"99.5 @ 100",99.5,100,0,"","Indiana_6",1.63120030527179,60.9980268385379,61.3045495864703,61.1510961553429,99.7496867163,0.0981176197521974
1863-04-25,17,"http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916","Indiana 6 per cent War Loan","Indiana",6,"99 @ 99.5",99,99.5,1,"","Indiana_6",1.52990306486795,64.7099821376887,65.0368002292932,64.873185378321,99.2496851380396,0.0924881361229574
1863-11-25,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500","Indiana 6 per cent War Loan","Indiana",6,"98 @ 99",98,99,0,"","Indiana_6",1.48876045697976,65.8265737382708,66.4982734702939,66.1615711879638,98.498730956292,0.0906870845457118
1864-04-20,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925","Indiana 6 per cent War Loan","Indiana",6,"95 @ 99",95,99,1,"","Indiana_6",1.67252238320532,56.8004356497378,59.1920329402531,57.9839051634158,96.9793792514677,0.103476990435367
1865-02-21,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA766","Indiana 6 per cents","Indiana",6,"94 @ 96",94,96,0,"","Indiana_6",1.98123643574103,47.4451197768538,48.4545904104038,47.9471985183702,94.9947366963033,0.125137655283472
1864-08-20,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237","Indiana War Bonds","Indiana",6,"97 @ 100",97,100,0,"","Indiana_6",2.56805553252006,37.7717688623395,38.9399678993191,38.3514206646899,98.4885780179611,0.156447920207665
1865-07-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189","Indiana War Loan","Indiana",6,"94 @ 95",94,95,0,"","Indiana_6",1.43369653029585,65.5647816770559,66.2622793544713,65.912607893331,94.4986772394196,0.0910296253140225
1865-11-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA509","Indiana War Loan","Iowa",6,"97",97,97,0,"","Indiana_6",1.47004825704893,65.984228432558,65.984228432558,65.984228432558,97,0.0909308200236449
1865-05-24,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA1016","Iowa ","Iowa",7,"100 @ 105",100,105,0,"","iowa",1.33686186275953,74.8020440897172,78.5421462942031,76.6492862980471,102.469507659596,0.0913250512572398
1865-02-21,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA766","Iowa 7 per cent","Iowa",7,"100 @ 105",100,105,0,"","iowa",1.98123643574103,50.473531677504,52.9972082613792,51.7199794083486,102.469507659596,0.135344214751757
1865-07-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189","Iowa 7 per cent","Iowa",7,"101 @ 105",101,105,0,"","iowa",1.43369653029585,70.4472654189643,73.2372561286262,71.8287158527145,102.980580693643,0.0974540602167185
1858-11-24,13,"http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA511","Iowa 7 per cents","Iowa",7,"100 @ 110",100,110,0,"","iowa",1,100,110,104.880884817015,104.880884817015,0.0667423812471914
1859-01-26,13,"http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670","Iowa 7 per cents","Iowa",7,"104 @ 110",104,110,0,"","iowa",1,104,110,106.957935656968,106.957935656968,0.065446289300592
1859-02-24,13,"http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750","Iowa 7 per cents","Iowa",7,"101 @ 110",101,110,0,"","iowa",1,101,110,105.403984744411,105.403984744411,0.0664111515041292
1859-03-26,13,"http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830","Iowa 7 per cents","Iowa",7,"107",107,107,0,"","iowa",1,107,107,107,107,0.0654205607476636
1863-10-24,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406","Iowa 7 per cents","Iowa",7,"100 @ 105",100,105,0,"","iowa",1.46875277415245,68.0849777851179,71.4892266743738,69.7663415265556,102.469507659596,0.100334915760712
1863-10-24,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406","Iowa 7 per cents","Iowa",7,"100 @ 105",100,105,0,"","iowa",1.46875277415245,68.0849777851179,71.4892266743738,69.7663415265556,102.469507659596,0.100334915760712
1864-06-22,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA77","Iowa 7 per cents","Iowa",7,"103 @ 105",103,105,0,"","iowa",2.19766016788843,46.8680287812492,47.7780875925356,47.3208704949518,103.995192196563,0.147926272842905
1864-08-20,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237","Iowa War Loan, 7 per cent","Iowa",7,"100 @ 105",100,105,0,"","iowa",2.56805553252006,38.9399678993191,40.8869662942851,39.901593389237,102.469507659596,0.175431590706555
1864-04-20,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925","Jersey City Water","Jersey City",,"107 @ 108",107,108,1,"","",1.67252238320532,63.9752275212836,64.5731268439124,64.2734819470675,107.498837203014,
1865-12-23,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA591","Jersey City Water","Jersey City",,"91 @ 94",91,94,1,"","",1.45751348199971,62.4351,64.4934,63.4559049918918,92.4878370381749,
1855-06-28,10,"http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA78","Kentucky","Kentucky",6,"104",104,104,0,"","kentucky",1,104,104,104,104,0.0576923076923077
1862-01-24,16,"http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653","Kentucky","Kentucky",6,"68 @ 69",68,69,0,"","kentucky",1.03434029020972,65.742387339676,66.7091871534948,66.2240229898486,68.4981751581749,0.0906015631354763
1862-02-22,16,"http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA751","Kentucky","Kentucky",6,"85 @ 86",85,86,0,"","kentucky",1.02997219075085,82.5265,83.4974,83.0105305434197,85.4985379991962,0.0722799861743038
1863-08-20,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246","Kentucky","Kentucky",6,"98 @ 99",98,99,0,"","kentucky",1.24875124875125,78.4784,79.2792,78.8777837497986,98.498730956292,0.0760670459382084
1863-09-21,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325","Kentucky","Kentucky",6,"105",105,105,0,"","kentucky",1.39130491676208,75.4687191391241,75.4687191391241,75.468719139124,105,0.0795031381006905
1864-11-26,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA510","Kentucky","Kentucky",6,"100",100,100,0,"","kentucky",2.22039665532753,45.0369981237649,45.0369981237649,45.0369981237649,100,0.133223799319652
1865-11-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA509","Kentucky","Kentucky",6,"95 @ 95",95,95,0,"","kentucky",1.47004825704893,64.6237288772475,64.6237288772475,64.6237288772475,95,0.0928451530767742
1865-12-23,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA591","Kentucky","Kentucky",6,"95 @ 98",95,98,0,"","kentucky",1.45751348199971,65.1795,67.2378,66.2006509416637,96.4883412646315,0.0906335498919373
1865-12-23,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA591","Kings County","Kings County",,"80  @ 99",80,99,1,"","",1.45751348199971,54.888,67.9239,61.059045383956,88.994381845148,
1855-06-28,10,"http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA78","Louisiana","Lousiana",6,"94",94,94,0,"","lousiana",1,94,94,94,94,0.0638297872340425
1860-09-26,15,"http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA333","Louisiana","Lousiana",6,"96 @ 98",96,98,0,"","lousiana",1,96,98,96.9948452238571,96.9948452238571,0.0618589574131742
1863-09-21,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325","Louisiana","Lousiana",6,"63 @ 64",63,64,0,"","lousiana",1.39130491676208,45.2812314834744,45.9999811895613,45.6391914529606,63.4980314655502,0.131465957414782
1863-09-21,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325","Louisiana","Lousiana",6,"63 @ 64",63,64,0,"","lousiana",1.39130491676208,45.2812314834744,45.9999811895613,45.6391914529606,63.4980314655502,0.131465957414782
1864-06-22,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA77","Louisiana","Lousiana",6,"65 @ 66",65,66,0,"","lousiana",2.19766016788843,29.5769113668077,30.0319407724509,29.8035576802502,65.4980915752513,0.201318247451243
1864-12-28,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA589","Louisiana","Lousiana",6,"65 @ 66",65,66,0,"","lousiana",2.20104536797518,29.5314221804504,29.9857517524574,29.7577199126546,65.4980915752513,0.201628351150939
1865-12-23,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA591","Louisiana","Lousiana",6,"75 @ 79",75,79,0,"","lousiana",1.45751348199971,51.4575,54.2019,52.8118762140676,76.9740215917033,0.113610809350526
1865-11-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA509","Louisiana 6 per cent","Lousiana",6,"72 @ 75",72,75,0,"","lousiana",1.47004825704893,48.9779839911771,51.0187333241428,49.9879455869112,73.4846922834954,0.120028937567921
1863-10-24,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406","Maine","Maine",6,"114 @ 115",114,115,0,"","maine",1.46875277415245,77.6168746750344,78.2977244528856,77.9565562746329,114.498908291739,0.0769659447098025
1863-11-25,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500","Maine","Maine",6,"114 @ 115",114,115,0,"","maine",1.48876045697976,76.5737694506415,77.2454691826646,76.9088860165066,114.498908291739,0.0780143922343674
1864-09-20,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA317","Maine","Maine",6,"100 @ 102",100,102,0,"","maine",2.24878483200653,44.4684607334232,45.3578299480917,44.9109438778568,100.995049383621,0.133597726565669
1865-11-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA509","Maine ","Maine",6,"96 @ 98",96,98,0,"","maine",1.47004825704893,65.3039786549027,66.6644782102132,65.9807218972329,96.9948452238571,0.0909356525281004
1863-08-20,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246","Maine 6 pct","Maine",6,"114 @ 115",114,115,0,"","maine",1.24875124875125,91.2912,92.092,91.6907257600244,114.498908291739,0.0654373705766423
1863-09-21,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325","Maine 6 pct","Maine",6,"114 @ 115",114,115,0,"","maine",1.39130491676208,81.9374664939061,82.656216199993,82.2960566819577,114.498908291739,0.0729075030069505
1863-10-24,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406","Maine 6 pct","Maine",6,"114 @ 115",114,115,0,"","maine",1.46875277415245,77.6168746750344,78.2977244528856,77.9565562746329,114.498908291739,0.0769659447098025
1863-11-25,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500","Maine 6 pct","Maine",6,"114 @ 115",114,115,0,"","maine",1.48876045697976,76.5737694506415,77.2454691826646,76.9088860165066,114.498908291739,0.0780143922343674
1864-06-22,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA77","Maine 6 pct","Maine",6,"103 @ 105",103,105,0,"","maine",2.19766016788843,46.8680287812492,47.7780875925356,47.3208704949518,103.995192196563,0.126793948151061
1863-09-21,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325","Maine 6 per cents","Maine",6,"114 @ 115",114,115,0,"","maine",1.39130491676208,81.9374664939061,82.656216199993,82.2960566819577,114.498908291739,0.0729075030069505
1864-12-28,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA589","Maine 6 per cents","Maine",6,"100 @ 101",100,101,0,"","maine",2.20104536797518,45.432957200693,45.8872867726999,45.6595568966673,100.498756211209,0.131407319908484
1865-02-21,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA766","Maine 6 per cents","Maine",6,"99 @ 100",99,100,0,"","maine",1.98123643574103,49.968796360729,50.473531677504,50.2205299255195,99.498743710662,0.119473052333347
1865-05-24,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA1016","Maine 6 per cents","Maine",6,"91 @ 94",91,94,0,"","maine",1.33686186275953,68.0698601216426,70.3139214443342,69.1827926389214,92.4878370381749,0.0867267679018854
1865-06-28,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA93","Maine 6 per cents","Maine",6,"93 @ 94",93,94,0,"","maine",1.40493406084871,66.1952774807236,66.9070546579357,66.5502144887602,93.4986630920464,0.0901574855331736
1865-07-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189","Maine 6 per cents","Maine",6,"93 @ 94",93,94,0,"","maine",1.43369653029585,64.8672839996404,65.5647816770559,65.2151003481555,93.4986630920464,0.092003231889065
1865-12-23,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA591","Maine 6 per cents","Maine",6,"96 @ 98",96,98,0,"","maine",1.45751348199971,65.8656,67.2378,66.5481633080884,96.9948452238571,0.0901602644121472
1864-08-20,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237","Maine War Loan (6 per cent)","Maine",6,"100.5 @ 100",100.5,100,0,"","maine",2.56805553252006,39.1346677388157,38.9399678993191,39.0371964349388,100.249688278817,0.153699562159897
1864-12-28,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA589","Maine War Loan (6 per cent)","Maine",6,"98.25 @ 100",98.25,100,0,"","maine",2.20104536797518,44.6378804496809,45.432957200693,45.0336642080122,99.1211380079951,0.133233662095222
1860-08-25,15,"http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA253","Maryland","Maryland",,"103 @ 106",103,106,0,"","",1,103,106,104.489233895172,104.489233895172,
1863-08-20,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246","Maryland","Maryland",,"113 @ 115",113,115,0,"","",1.24875124875125,90.4904,92.092,91.2876876517311,113.995613950713,
1863-09-21,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325","Maryland","Maryland",,"113 @ 114",113,114,0,"","",1.39130491676208,81.2187167878192,81.9374664939061,81.5773000624561,113.498898673071,
1863-10-24,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406","Maryland","Maryland",,"110 @ 112",110,112,0,"","",1.46875277415245,74.8934755636297,76.2551751193321,75.5712583883582,110.995495404093,
1864-09-20,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA317","Maryland","Maryland",,"112 @ 116",112,116,0,"","",2.24878483200653,49.804676021434,51.5834144507709,50.686243151372,113.9824547902,
1864-12-28,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA589","Maryland","Maryland",,"112 @ 115",112,115,0,"","",2.20104536797518,50.8849120647762,52.2479007807969,51.5619029594525,113.490087672889,
1865-02-21,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA766","Maryland","Maryland",,"112",112,112,0,"","",1.98123643574103,56.5303554788045,56.5303554788045,56.5303554788045,112,
1860-07-25,15,"http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA165","Maryland ","Maryland",,"104.5 @ 106",104.5,106,0,"","",1,104.5,106,105.24732775705,105.24732775705,
1861-05-24,15,"http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA946","Maryland ","Maryland",,"98 @ 100",98,100,0,"","",1,98,100,98.9949493661167,98.9949493661167,
1863-09-21,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325","Maryland ","Maryland",,"113 @ 114",113,114,0,"","",1.39130491676208,81.2187167878192,81.9374664939061,81.5773000624561,113.498898673071,
1863-10-24,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406","Maryland ","Maryland",,"110 @ 112",110,112,0,"","",1.46875277415245,74.8934755636297,76.2551751193321,75.5712583883582,110.995495404093,
1860-04-24,14,"http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA917","Maryland  ","Maryland",,"104 @ 106",104,106,0,"","",1,104,106,104.995237987253,104.995237987253,
1858-02-25,12,"http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766","Maryland 6 per cents","Maryland",,"103.5 @ 104",103.5,104,0,"","maryland_6_1870",1,103.5,104,103.749698794743,103.749698794743,
1859-06-25,14,"http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA77","Maryland Coupon 1870, 6 per cent","Maryland",,"104 @ 105",104,105,1,"","maryland_6_1870",1,104,105,104.498803820905,104.498803820905,
1859-06-25,14,"http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA77","Maryland Coupon 1890, 5 per cent","Maryland",,"102",102,102,1,"","maryland_5_1890",1,102,102,102,102,
1864-08-20,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237","Maryland six per cents","Maryland",,"113 @ 115",113,115,0,"","maryland_6_1870",2.56805553252006,44.0021637262306,44.780963084217,44.3898554790394,113.995613950713,
1857-09-28,12,"http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA335","Maryland sixes","Maryland",6,"100",100,100,0,"","maryland_6_1870",1,100,100,100,100,0.06
1858-07-26,13,"http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA159","Maryland sixes","Maryland",6,"105.5 @ 106",105.5,106,0,"","maryland_6_1870",1,105.5,106,105.749704491313,105.749704491313,0.056737747200919
1858-10-26,13,"http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA414","Maryland sixes","Maryland",6,"105",105,105,0,"","maryland_6_1870",1,105,105,105,105,0.0571428571428572
1858-11-24,13,"http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA511","Maryland sixes","Maryland",6,"108.5 @ 107",108.5,107,0,"","maryland_6_1870",1,108.5,107,107.747389759567,107.747389759567,0.0556858037432621
1859-01-26,13,"http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670","Maryland sixes","Maryland",6,"104 @ 105.5",104,105.5,0,"","maryland_6_1870",1,104,105.5,104.747315001388,104.747315001388,0.0572807045213569
1859-02-24,13,"http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750","Maryland sixes","Maryland",6,"103.5 @ 106",103.5,106,0,"","maryland_6_1870",1,103.5,106,104.742541500577,104.742541500577,0.0572833150126205
1859-11-26,14,"http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA494","Maryland sixes","Maryland",6,"104.5 @ 105",104.5,105,0,"","maryland_6_1870",1,104.5,105,104.74970167022,104.74970167022,0.0572793994095527
1859-12-27,14,"http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA574","Maryland sixes","Maryland",6,"103 @ 105",103,105,0,"","maryland_6_1870",1,103,105,103.995192196563,103.995192196563,0.0576949748663316
1860-06-25,15,"http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA77","Maryland sixes","Maryland",6,"104.5 @ 105",104.5,105,0,"","maryland_6_1870",1,104.5,105,104.74970167022,104.74970167022,0.0572793994095527
1861-02-22,15,"http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756","Maryland sixes","Maryland",6,"100 @ 101",100,101,0,"","maryland_6_1870",1,100,101,100.498756211209,100.498756211209,0.0597022314125993
1863-11-25,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500","Maryland sixes","Maryland",6,"112 @ 113",112,113,0,"","maryland_6_1870",1.48876045697976,75.2303699865952,75.9020697186183,75.5654735158856,112.498888883402,0.0794013419202444
1863-11-25,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500","Maryland sixes","Maryland",6,"112 @ 113",112,113,0,"","maryland_6_1870",1.48876045697976,75.2303699865952,75.9020697186183,75.5654735158856,112.498888883402,0.0794013419202444
1864-06-22,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA77","Maryland sixes","Maryland",6,"112 @ 113",112,113,0,"","maryland_6_1870",2.19766016788843,50.963293432038,51.4183228376812,51.1903025441343,112.498888883402,0.117209699919766
1860-05-25,14,"http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA971","Maryland state bonds, 6 per cent","Maryland",6,"104.5 @ 106",104.5,106,0,"","maryland_6_1870",1,104.5,106,105.24732775705,105.24732775705,0.0570085733088655
1858-04-25,12,"http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA927","Maryland state loans of 6 per cent","Maryland",6,"103 @ 103.5",103,103.5,0,"","maryland_6_1870",1,103,103.5,103.249697336118,103.249697336118,0.0581115504916944
1863-10-24,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406","Massachusetts","Massachusetts",5,"134 @ 135",134,135,0,"","massachusetts_5",1.46875277415245,91.233870232058,91.9147200099092,91.5736623587808,134.499070628759,0.054600852157799
1863-11-25,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500","Massachusetts","Massachusetts",5,"134 @ 135",134,135,0,"","massachusetts_5",1.48876045697976,90.0077640911049,90.6794638231281,90.3429896987032,134.499070628759,0.0553446373279782
1864-12-28,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA589","Massachusetts","Massachusetts",5,"125 @ 130",125,130,0,"","massachusetts_5",2.20104536797518,56.7911965008662,59.0628443609009,57.9158838316399,127.47548783982,0.0863321021662189
1865-02-21,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA766","Massachusetts","Massachusetts",5,"120 @ 125",120,125,0,"","massachusetts_5",1.98123643574103,60.5682380130048,63.09191459688,61.8171990630439,122.474487139159,0.0808836387895993
1865-05-24,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA1016","Massachusetts","Massachusetts",5,"95 @ 100",95,100,0,"","massachusetts_5",1.33686186275953,71.0619418852313,74.8020440897172,72.9080140313806,97.4679434480896,0.0685795665459757
1865-11-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA509","Massachusetts","Massachusetts",5,"107 @ 108",107,108,0,"","massachusetts_5",1.47004825704893,72.7867262091104,73.4669759867656,73.1260601055465,107.498837203014,0.0683750771309606
1863-09-21,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325","Massachusetts  ","Massachusetts",5,"134 @ 135",134,135,0,"","massachusetts_5",1.39130491676208,96.3124606156441,97.0312103217309,96.6711674833814,134.499070628759,0.0517217297583537
1865-02-21,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA766","Massachusetts 1861-1862 issues","Massachusetts",5,"130 @ 132",130,132,0,"","",1.98123643574103,65.6155911807552,66.6250618143053,66.11839999879,130.996183150503,0.0756219146272671
1864-08-20,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237","Massachusetts 5 per cents","Massachusetts",5,"116 @ 118",116,118,0,"","massachusetts_5",2.56805553252006,45.1703627632102,45.9491621211965,45.5580983106188,116.995726417677,0.109749971693498
1864-09-20,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA317","Massachusetts 5 per cents","Massachusetts",5,"115 @ 120",115,120,0,"","massachusetts_5",2.24878483200653,51.1387298434367,53.3621528801078,52.2386133047194,117.473401244707,0.0957146387258386
1864-09-20,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA317","Massachusetts 6 per cents","Massachusetts",6,"128 @ 130",128,130,0,"","",2.24878483200653,56.9196297387817,57.8089989534502,57.3625907364722,128.996123972777,0.104597786169813
1860-02-25,14,"http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA749","Massachusetts fives","Massachusetts",5,"100",100,100,0,"","massachusetts_5",1,100,100,100,100,0.05
1860-08-25,15,"http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA253","Massachusetts fives","Massachusetts",5,"100",100,100,0,"","massachusetts_5",1,100,100,100,100,0.05
1861-02-22,15,"http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756","Massachusetts fives","Massachusetts",5,"96 @ 98",96,98,0,"","massachusetts_5",1,96,98,96.9948452238571,96.9948452238571,0.0515491311776452
1863-08-20,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246","Massachusetts fives","Massachusetts",5,"134 @ 135",134,135,0,"","massachusetts_5",1.24875124875125,107.3072,108.108,107.706855759511,134.499070628759,0.0464223002773758
1863-09-21,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325","Massachusetts fives","Massachusetts",5,"134 @ 135",134,135,0,"","massachusetts_5",1.39130491676208,96.3124606156441,97.0312103217309,96.6711674833814,134.499070628759,0.0517217297583537
1863-10-24,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406","Massachusetts fives","Massachusetts",5,"134 @ 135",134,135,0,"","massachusetts_5",1.46875277415245,91.233870232058,91.9147200099092,91.5736623587808,134.499070628759,0.054600852157799
1863-11-25,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500","Massachusetts fives","Massachusetts",5,"134 @ 135",134,135,0,"","massachusetts_5",1.48876045697976,90.0077640911049,90.6794638231281,90.3429896987032,134.499070628759,0.0553446373279782
1865-07-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189","Massachusetts guarantee of Troy and Greenfield Railroad Bonds","Massachusetts",,"109.5",109.5,109.5,0,"","",1.43369653029585,76.3759956769959,76.3759956769959,76.3759956769959,109.5,
1864-08-20,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237","Massachusetts Union Loan 5 per cents","Massachusetts",5,"134 @ 135",134,135,0,"","massachusetts_5",2.56805553252006,52.1795569850876,52.5689566640808,52.3738949277214,134.499070628759,0.0954674080837457
1859-12-27,14,"http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA574","Michigan","Michigan",,"104 @ 108",104,108,0,"","",1,104,108,105.981130395934,105.981130395934,
1860-05-25,14,"http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA971","Michigan","Michigan",,"101 @ 104",101,104,0,"","",1,101,104,102.489023802552,102.489023802552,
1860-08-25,15,"http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA253","Michigan","Michigan",,"104 @ 106",104,106,0,"","",1,104,106,104.995237987253,104.995237987253,
1863-09-21,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325","Michigan","Michigan",,"107 @ 108",107,108,0,"","",1.39130491676208,76.9062185512979,77.6249682573848,77.264757644349,107.498837203014,
1863-10-24,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406","Michigan","Michigan",,"104 @ 108",104,108,0,"","",1.46875277415245,70.8083768965226,73.5317760079273,72.1572290864886,105.981130395934,
